row_index,local_cluster_uid,cluster_canonical_name,mention_text,mention_key,matched_anchor,matched_anchor_key,matched_anchor_n_mentions,match_score,match_method
108800,chunk_099::cluster_001,Arthur,your High King,your high king,a High King,high king,62,0.6666666666666666,token_subset
108806,chunk_099::cluster_001,Arthur,your court,your court,the court,court,226,0.5,token_subset
108811,chunk_099::cluster_001,Arthur,this court,this court,this court,this court,86,1.0,exact
108816,chunk_099::cluster_001,Arthur,my lord King,my lord king,a king,king,297,0.3333333333333333,token_subset
108825,chunk_099::cluster_001,Arthur,the hall,hall,the hall,hall,316,1.0,exact
108826,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108827,chunk_099::cluster_001,Arthur,the great hall of Camelot,great hall of camelot,the great hall,great hall,26,0.5,token_subset
108828,chunk_099::cluster_001,Arthur,the great hall,great hall,the great hall,great hall,26,1.0,exact
108831,chunk_099::cluster_001,Arthur,This,this,this land,this land,136,0.5,token_subset
108832,chunk_099::cluster_001,Arthur,the hall of a Christian king,hall of a christian king,a Christian king,christian king,29,0.4,token_subset
108833,chunk_099::cluster_001,Arthur,a Christian king,christian king,a Christian king,christian king,29,1.0,exact
108837,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108838,chunk_099::cluster_001,Arthur,the great hall of the Round Table,great hall of the round table,the great hall,great hall,26,0.3333333333333333,token_subset
108839,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108840,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108849,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108851,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108858,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108864,chunk_099::cluster_001,Arthur,the High King,high king,a High King,high king,62,1.0,exact
108868,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108871,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108874,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108884,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108890,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108895,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108902,chunk_099::cluster_001,Arthur,the world where battles are won and real decisions made,world where battles are won and real decisions made,the world,world,404,0.1111111111111111,token_subset
108909,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108919,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108925,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108934,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108941,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108943,chunk_099::cluster_001,Arthur,the Merlin of Britain,merlin of britain,Merlin of Britain,merlin of britain,36,1.0,exact
108944,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108947,chunk_099::cluster_001,Arthur,the Merlin,merlin,the Merlin,merlin,1462,1.0,exact
108958,chunk_099::cluster_001,Arthur,Kevin,kevin,Kevin,kevin,2108,1.0,exact
108962,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108963,chunk_099::cluster_001,Arthur,the King's castle,king castle,a king,king,297,0.5,token_subset
108966,chunk_099::cluster_001,Arthur,the king,king,a king,king,297,1.0,exact
108967,chunk_099::cluster_001,Arthur,this hall,this hall,the hall,hall,316,0.5,token_subset
108968,chunk_099::cluster_001,Arthur,his king,his king,a king,king,297,0.5,token_subset
108969,chunk_099::cluster_001,Arthur,the King,king,a king,king,297,1.0,exact
108972,chunk_099::cluster_001,Arthur,the king,king,a king,king,297,1.0,exact
108973,chunk_099::cluster_001,Arthur,The king,king,a king,king,297,1.0,exact
108975,chunk_099::cluster_001,Arthur,the Merlin,merlin,the Merlin,merlin,1462,1.0,exact
108999,chunk_099::cluster_006,Morgaine,The woman,woman,any woman,any woman,75,0.5,token_subset
109006,chunk_099::cluster_006,Morgaine,this lady,this lady,this land,this land,136,0.8888888888888888,fuzzy
109010,chunk_099::cluster_006,Morgaine,her lady,her lady,the Lady,lady,374,0.5,token_subset
109018,chunk_099::cluster_006,Morgaine,the lady,lady,the Lady,lady,374,1.0,exact
109021,chunk_099::cluster_006,Morgaine,the lady,lady,the Lady,lady,374,1.0,exact
109024,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109028,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109041,chunk_099::cluster_006,Morgaine,Lady of Avalon,lady of avalon,the Lady of Avalon,lady of avalon,57,1.0,exact
109046,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109055,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109075,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109084,chunk_099::cluster_006,Morgaine,a wicked and evil sorceress,wicked and evil sorceress,a sorceress,sorceress,25,0.25,token_subset
109085,chunk_099::cluster_006,Morgaine,The Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109096,chunk_099::cluster_006,Morgaine,my mother's sister,my mother sister,my mother,my mother,195,0.6666666666666666,token_subset
109100,chunk_099::cluster_006,Morgaine,the Lady,lady,the Lady,lady,374,1.0,exact
109101,chunk_099::cluster_006,Morgaine,Sister,sister,The sisters,sisters,46,0.9230769230769231,fuzzy
109102,chunk_099::cluster_006,Morgaine,sister-,sister,The sisters,sisters,46,0.9230769230769231,fuzzy
109104,chunk_099::cluster_006,Morgaine,sister,sister,The sisters,sisters,46,0.9230769230769231,fuzzy
109115,chunk_099::cluster_006,Morgaine,his mother,his mother,his mother,his mother,31,1.0,exact
109119,chunk_099::cluster_006,Morgaine,the lady,lady,the Lady,lady,374,1.0,exact
109127,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109131,chunk_099::cluster_006,Morgaine,this lady,this lady,this land,this land,136,0.8888888888888888,fuzzy
109136,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109142,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109150,chunk_099::cluster_006,Morgaine,mother,mother,the Mother,mother,95,1.0,exact
109152,chunk_099::cluster_006,Morgaine,his mother,his mother,his mother,his mother,31,1.0,exact
109156,chunk_099::cluster_006,Morgaine,his mother,his mother,his mother,his mother,31,1.0,exact
109166,chunk_099::cluster_006,Morgaine,the Lady,lady,the Lady,lady,374,1.0,exact
109167,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109168,chunk_099::cluster_006,Morgaine,priestess of Avalon,priestess of avalon,priestess of Avalon,priestess of avalon,63,1.0,exact
109172,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109173,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109181,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109184,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109188,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109189,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109204,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109210,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109213,chunk_099::cluster_006,Morgaine,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109222,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109223,chunk_099::cluster_006,Morgaine,she who was Lady of the Lake,she who was lady of the lake,Lady of the Lake,lady of the lake,74,0.5714285714285714,token_subset
109224,chunk_099::cluster_006,Morgaine,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109225,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109228,chunk_099::cluster_006,Morgaine,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109234,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109245,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109247,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109249,chunk_099::cluster_006,Morgaine,the Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109251,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109281,chunk_099::cluster_006,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109282,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109284,chunk_099::cluster_006,Morgaine,the only mother 1 had ever known,only mother 1 had ever known,the Mother,mother,95,0.16666666666666666,token_subset
109285,chunk_099::cluster_006,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109292,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109297,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109304,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109308,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109311,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109319,chunk_099::cluster_006,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109320,chunk_099::cluster_006,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109322,chunk_099::cluster_006,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109324,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109327,chunk_099::cluster_006,Morgaine,the Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109351,chunk_099::cluster_006,Morgaine,Woman,woman,any woman,any woman,75,0.5,token_subset
109358,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109364,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109366,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109370,chunk_099::cluster_006,Morgaine,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
109382,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109387,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109389,chunk_099::cluster_006,Morgaine,your lady,your lady,the Lady,lady,374,0.5,token_subset
109392,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109393,chunk_099::cluster_006,Morgaine,His mother,his mother,his mother,his mother,31,1.0,exact
109403,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109405,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109417,chunk_099::cluster_006,Morgaine,Viviane,viviane,Viviane,viviane,6289,1.0,exact
109420,chunk_099::cluster_006,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
109437,chunk_099::cluster_007,Gawaine,a knight as his brother,knight as his brother,a knight,knight,33,0.25,token_subset
109458,chunk_099::cluster_019,Avalon,this kingdom,this kingdom,a kingdom,kingdom,53,0.5,token_subset
109459,chunk_099::cluster_019,Avalon,your kingdom,your kingdom,a kingdom,kingdom,53,0.5,token_subset
109471,chunk_099::cluster_019,Avalon,the Lake,lake,the Lake,lake,207,1.0,exact
109472,chunk_099::cluster_019,Avalon,the Lake,lake,the Lake,lake,207,1.0,exact
109473,chunk_099::cluster_019,Avalon,there,there,there,there,339,1.0,exact
109477,chunk_099::cluster_019,Avalon,this land,this land,this land,this land,136,1.0,exact
109479,chunk_099::cluster_019,Avalon,this land,this land,this land,this land,136,1.0,exact
109480,chunk_099::cluster_019,Avalon,this land,this land,this land,this land,136,1.0,exact
109484,chunk_099::cluster_019,Avalon,this land,this land,this land,this land,136,1.0,exact
109485,chunk_099::cluster_019,Avalon,this,this,this land,this land,136,0.5,token_subset
109486,chunk_099::cluster_019,Avalon,a land at peace,land at peace,land,land,221,0.3333333333333333,token_subset
109487,chunk_099::cluster_019,Avalon,a land that has come to peace and successful compromise,land that has come to peace and successful compromise,land,land,221,0.1111111111111111,token_subset
109518,chunk_099::cluster_024,Balin,the lord Taliesin,lord taliesin,Taliesin,taliesin,345,0.5,token_subset
109523,chunk_099::cluster_024,Balin,the ancient Druid,ancient druid,Druid,druid,81,0.5,token_subset
109532,chunk_099::cluster_024,Balin,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109536,chunk_099::cluster_024,Balin,the lord Lancelet,lord lancelet,Lancelet,lancelet,11323,0.5,token_subset
109547,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109557,chunk_099::cluster_024,Balin,the lord Taliesin,lord taliesin,Taliesin,taliesin,345,0.5,token_subset
109559,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109567,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109577,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109578,chunk_099::cluster_024,Balin,Lancelet struck Balin,lancelet struck balin,Lancelet,lancelet,11323,0.3333333333333333,token_subset
109580,chunk_099::cluster_024,Balin,the man,man,no man,no man,80,0.5,token_subset
109582,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109585,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109595,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109597,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109612,chunk_099::cluster_024,Balin,my knight,my knight,a knight,knight,33,0.5,token_subset
109616,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109621,chunk_099::cluster_024,Balin,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
109624,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109627,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109631,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109637,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109645,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109646,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109656,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109661,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109662,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109665,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109666,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109667,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109678,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109682,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109683,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109685,chunk_099::cluster_024,Balin,Taliesin,taliesin,Taliesin,taliesin,345,1.0,exact
109692,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109693,chunk_099::cluster_024,Balin,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
109702,chunk_099::cluster_024,Balin,her son,her son,her son,her son,61,1.0,exact
109712,chunk_099::cluster_024,Balin,my brother,my brother,my brother,my brother,181,1.0,exact
109744,chunk_099::cluster_034,Balan,foster-mother to your own brother Balan,foster mother to your own brother balan,your brother,your brother,116,0.2857142857142857,token_subset
109746,chunk_099::cluster_034,Balan,the Christ who hates them all-,christ who hates them all,the Christ,christ,307,0.2,token_subset
109747,chunk_099::cluster_034,Balan,Glastonbury,glastonbury,Glastonbury,glastonbury,59,1.0,exact
109748,chunk_099::cluster_034,Balan,the Archbishop,archbishop,the Archbishop,archbishop,97,1.0,exact
109752,chunk_099::cluster_034,Balan,Glastonbury,glastonbury,Glastonbury,glastonbury,59,1.0,exact
109753,chunk_099::cluster_034,Balan,the Archbishop,archbishop,the Archbishop,archbishop,97,1.0,exact
109754,chunk_099::cluster_034,Balan,the church,church,The church,church,223,1.0,exact
109755,chunk_099::cluster_034,Balan,Glastonbury,glastonbury,Glastonbury,glastonbury,59,1.0,exact
109756,chunk_099::cluster_034,Balan,the church,church,The church,church,223,1.0,exact
109757,chunk_099::cluster_034,Balan,the church,church,The church,church,223,1.0,exact
109758,chunk_099::cluster_034,Balan,Glastonbury,glastonbury,Glastonbury,glastonbury,59,1.0,exact
109759,chunk_099::cluster_034,Balan,the Archbishop Patricius,archbishop patricius,the bishop Patricius,bishop patricius,69,0.8888888888888888,fuzzy
109767,chunk_099::cluster_039,a priestess,a priestess,priestess,the priests,priests,483,0.875,fuzzy
109768,chunk_099::cluster_040,a priestess,a priestess,priestess,the priests,priests,483,0.875,fuzzy
109781,chunk_099::cluster_050,my mother,the Mother,mother,your mother,your mother,74,0.5,token_subset
109783,chunk_099::cluster_050,my mother,the Mother,mother,your mother,your mother,74,0.5,token_subset
109821,chunk_099::cluster_071,sorcerers,sorcerers,sorcerers,a sorceress,sorceress,25,0.8888888888888888,fuzzy
109823,chunk_099::cluster_073,A priestess,A priestess,priestess,the priests,priests,483,0.875,fuzzy
109855,chunk_099::cluster_095,her women,her women,her women,her woman,her woman,24,0.8888888888888888,fuzzy
109862,chunk_099::cluster_102,all men,all men,all men,all women,all women,33,0.875,fuzzy
109867,chunk_099::cluster_107,all men,all men,all men,all women,all women,33,0.875,fuzzy
109897,chunk_099::cluster_129,all men,all men,all men,all women,all women,33,0.875,fuzzy
109902,chunk_099::cluster_134,a priestess,a priestess,priestess,the priests,priests,483,0.875,fuzzy
109905,chunk_099::cluster_137,the Priests,the Priests,priests,priestess,priestess,248,0.875,fuzzy
109934,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
109935,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
109948,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
109952,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
109963,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
109986,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
109995,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
110004,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
110010,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
110012,chunk_100::cluster_000,Meleagrant,the Merlin of Britain,merlin of britain,Merlin of Britain,merlin of britain,36,1.0,exact
110013,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
110016,chunk_100::cluster_000,Meleagrant,the Merlin,merlin,the Merlin,merlin,1462,1.0,exact
110024,chunk_100::cluster_000,Meleagrant,Kevin,kevin,Kevin,kevin,2108,1.0,exact
110035,chunk_100::cluster_000,Meleagrant,Cai,cai,Cai,cai,389,1.0,exact
110038,chunk_100::cluster_000,Meleagrant,Cai,cai,Cai,cai,389,1.0,exact
110039,chunk_100::cluster_000,Meleagrant,the Merlin,merlin,the Merlin,merlin,1462,1.0,exact
110042,chunk_100::cluster_000,Meleagrant,Cai,cai,Cai,cai,389,1.0,exact
110045,chunk_100::cluster_000,Meleagrant,Cai,cai,Cai,cai,389,1.0,exact
110046,chunk_100::cluster_000,Meleagrant,the Merlin,merlin,the Merlin,merlin,1462,1.0,exact
110107,chunk_100::cluster_000,Meleagrant,a man who would probably use her as a hostage to exact some kind of concession from Arthur,man who would probably use her as a hostage to exact some kind of concession from arthur,Arthur,arthur,20026,0.058823529411764705,token_subset
110125,chunk_100::cluster_001,Taliesin,Balin,balin,Balin,balin,548,1.0,exact
110134,chunk_100::cluster_001,Taliesin,Balin,balin,Balin,balin,548,1.0,exact
110139,chunk_100::cluster_001,Taliesin,Balin,balin,Balin,balin,548,1.0,exact
110154,chunk_100::cluster_001,Taliesin,Gawaine,gawaine,Gawaine,gawaine,911,1.0,exact
110155,chunk_100::cluster_001,Taliesin,Balin,balin,Balin,balin,548,1.0,exact
110162,chunk_100::cluster_002,Viviane,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
110170,chunk_100::cluster_002,Viviane,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
110173,chunk_100::cluster_002,Viviane,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
110182,chunk_100::cluster_002,Viviane,the Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
110207,chunk_100::cluster_002,Viviane,the only mother 1 had ever known,only mother 1 had ever known,the Mother,mother,95,0.16666666666666666,token_subset
110221,chunk_100::cluster_002,Viviane,the Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
110227,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110230,chunk_100::cluster_002,Viviane,Lady of the Lake,lady of the lake,Lady of the Lake,lady of the lake,74,1.0,exact
110232,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110236,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110237,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110240,chunk_100::cluster_002,Viviane,my brother,my brother,my brother,my brother,181,1.0,exact
110242,chunk_100::cluster_002,Viviane,His mother,his mother,his mother,his mother,31,1.0,exact
110247,chunk_100::cluster_002,Viviane,her son,her son,her son,her son,61,1.0,exact
110259,chunk_100::cluster_002,Viviane,my brother,my brother,my brother,my brother,181,1.0,exact
110266,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110271,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110274,chunk_100::cluster_002,Viviane,his mother,his mother,his mother,his mother,31,1.0,exact
110278,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110279,chunk_100::cluster_002,Viviane,that knight Arthur has named as his queen's champion and protector,that knight arthur has named as his queen champion and protector,Arthur,arthur,20026,0.09090909090909091,token_subset
110281,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110288,chunk_100::cluster_002,Viviane,Meleagrant,meleagrant,Meleagrant,meleagrant,522,1.0,exact
110292,chunk_100::cluster_002,Viviane,Elaine,elaine,Elaine,elaine,1183,1.0,exact
110295,chunk_100::cluster_002,Viviane,Elaine,elaine,Elaine,elaine,1183,1.0,exact
110301,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110304,chunk_100::cluster_002,Viviane,Meleagrant,meleagrant,Meleagrant,meleagrant,522,1.0,exact
110306,chunk_100::cluster_002,Viviane,the man,man,no man,no man,80,0.5,token_subset
110307,chunk_100::cluster_002,Viviane,Leodegranz's heir,leodegranz heir,Leodegranz,leodegranz,88,0.5,token_subset
110308,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110309,chunk_100::cluster_002,Viviane,Alienor,alienor,Alienor,alienor,26,1.0,exact
110313,chunk_100::cluster_002,Viviane,the queen,queen,queen,queen,581,1.0,exact
110314,chunk_100::cluster_002,Viviane,Lancelet,lancelet,Lancelet,lancelet,11323,1.0,exact
110315,chunk_100::cluster_002,Viviane,my woman,my woman,my women,my women,23,0.875,fuzzy
110318,chunk_100::cluster_002,Viviane,Alienor,alienor,Alienor,alienor,26,1.0,exact
110321,chunk_100::cluster_002,Viviane,Alienor,alienor,Alienor,alienor,26,1.0,exact
110323,chunk_100::cluster_002,Viviane,Alinor,alinor,Alienor,alienor,26,0.9230769230769231,fuzzy
110360,chunk_100::cluster_004,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
110362,chunk_100::cluster_004,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
110380,chunk_100::cluster_004,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
110381,chunk_100::cluster_004,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
110383,chunk_100::cluster_004,Morgaine,1,1,the young men-1,young men 1,27,0.3333333333333333,token_subset
110408,chunk_100::cluster_004,Morgaine,Woman,woman,any woman,any woman,75,0.5,token_subset
110418,chunk_100::cluster_004,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
110433,chunk_100::cluster_004,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
110436,chunk_100::cluster_004,Morgaine,your lady,your lady,the Lady,lady,374,0.5,token_subset
110439,chunk_100::cluster_004,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
110445,chunk_100::cluster_004,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
110447,chunk_100::cluster_004,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
110461,chunk_100::cluster_004,Morgaine,Gwenhwyfar,gwenhwyfar,Gwenhwyfar,gwenhwyfar,12567,1.0,exact
