rejected_global_cluster_uid,would_be_global_cluster_uid,merge_component_uid,rejection_reason,salience_percentile,salience_cutoff,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
rejected_global_cluster_000076,global_cluster_000087,merge_component_000114,below_global_cluster_salience_percentile,0.95,27,1,1,he had frightened into a fit as she,he had frightened into a fit as she,chunk_000::cluster_118,0,0
rejected_global_cluster_000108,global_cluster_000119,merge_component_000166,below_global_cluster_salience_percentile,0.95,27,1,1,no less a person,no less a person,chunk_000::cluster_171,0,0
rejected_global_cluster_000128,global_cluster_000139,merge_component_000208,below_global_cluster_salience_percentile,0.95,27,1,1,our,our,chunk_001::cluster_019,1,1
rejected_global_cluster_000130,global_cluster_000141,merge_component_000262,below_global_cluster_salience_percentile,0.95,27,1,1,their,their,chunk_001::cluster_074,1,1
rejected_global_cluster_000136,global_cluster_000147,merge_component_000297,below_global_cluster_salience_percentile,0.95,27,1,1,Black Isaac,black isaac,chunk_001::cluster_109,1,1
rejected_global_cluster_000150,global_cluster_000161,merge_component_000314,below_global_cluster_salience_percentile,0.95,27,1,1,down-stairs,down-stairs,chunk_001::cluster_126,1,1
rejected_global_cluster_000155,global_cluster_000166,merge_component_000322,below_global_cluster_salience_percentile,0.95,27,1,1,no one,no one,chunk_001::cluster_134,1,1
rejected_global_cluster_000160,global_cluster_000171,merge_component_000336,below_global_cluster_salience_percentile,0.95,27,1,1,an invalid,an invalid,chunk_001::cluster_148,1,1
rejected_global_cluster_000177,global_cluster_000188,merge_component_000438,below_global_cluster_salience_percentile,0.95,27,1,1,no one,no one,chunk_002::cluster_084,2,2
rejected_global_cluster_000180,global_cluster_000191,merge_component_000464,below_global_cluster_salience_percentile,0.95,27,1,1,Virginia's little lover,virginia's little lover,chunk_002::cluster_110,2,2
rejected_global_cluster_000182,global_cluster_000193,merge_component_000472,below_global_cluster_salience_percentile,0.95,27,1,1,their,their,chunk_002::cluster_118,2,2
rejected_global_cluster_000187,global_cluster_000198,merge_component_000479,below_global_cluster_salience_percentile,0.95,27,1,1,no one,no one,chunk_002::cluster_125,2,2
rejected_global_cluster_000200,global_cluster_000211,merge_component_000517,below_global_cluster_salience_percentile,0.95,27,1,1,Ye Onlie True and Originale Spook,ye onlie true and originale spook,chunk_003::cluster_008,3,3
rejected_global_cluster_000202,global_cluster_000213,merge_component_000558,below_global_cluster_salience_percentile,0.95,27,1,1,no one,no one,chunk_003::cluster_049,3,3
rejected_global_cluster_000205,global_cluster_000217,merge_component_000576,below_global_cluster_salience_percentile,0.95,27,1,1,his,his,chunk_003::cluster_067,3,3
rejected_global_cluster_000206,global_cluster_000218,merge_component_000581,below_global_cluster_salience_percentile,0.95,27,1,1,every one,every one,chunk_003::cluster_072,3,3
rejected_global_cluster_000207,global_cluster_000219,merge_component_000589,below_global_cluster_salience_percentile,0.95,27,1,1,her curly-haired cavalier,her curly-haired cavalier,chunk_003::cluster_080,3,3
rejected_global_cluster_000208,global_cluster_000220,merge_component_000590,below_global_cluster_salience_percentile,0.95,27,1,1,their,their,chunk_003::cluster_081,3,3
rejected_global_cluster_000209,global_cluster_000221,merge_component_000592,below_global_cluster_salience_percentile,0.95,27,1,1,some one,some one,chunk_003::cluster_083,3,3
rejected_global_cluster_000210,global_cluster_000222,merge_component_000597,below_global_cluster_salience_percentile,0.95,27,1,1,no one,no one,chunk_003::cluster_088,3,3
rejected_global_cluster_000211,global_cluster_000223,merge_component_000604,below_global_cluster_salience_percentile,0.95,27,1,1,any one,any one,chunk_003::cluster_097,3,3
rejected_global_cluster_000225,global_cluster_000238,merge_component_000659,below_global_cluster_salience_percentile,0.95,27,1,1,somebody,somebody,chunk_003::cluster_152,3,3
rejected_global_cluster_000238,global_cluster_000251,merge_component_000686,below_global_cluster_salience_percentile,0.95,27,1,1,hardly any one,hardly any one,chunk_003::cluster_180,3,3
rejected_global_cluster_000239,global_cluster_000252,merge_component_000688,below_global_cluster_salience_percentile,0.95,27,1,1,Washington Otis,washington otis,chunk_004::cluster_001,4,4
rejected_global_cluster_000241,global_cluster_000255,merge_component_000729,below_global_cluster_salience_percentile,0.95,27,1,1,no one,no one,chunk_004::cluster_042,4,4
rejected_global_cluster_000242,global_cluster_000256,merge_component_000748,below_global_cluster_salience_percentile,0.95,27,1,1,lots of people,lots of people,chunk_004::cluster_062,4,4
rejected_global_cluster_000243,global_cluster_000257,merge_component_000759,below_global_cluster_salience_percentile,0.95,27,1,1,a little child,a little child,chunk_004::cluster_073,4,4
rejected_global_cluster_000244,global_cluster_000258,merge_component_000762,below_global_cluster_salience_percentile,0.95,27,1,1,a little child,a little child,chunk_004::cluster_076,4,4
rejected_global_cluster_000245,global_cluster_000259,merge_component_000778,below_global_cluster_salience_percentile,0.95,27,1,1,the two men,the two men,chunk_004::cluster_092,4,4
rejected_global_cluster_000246,global_cluster_000260,merge_component_000786,below_global_cluster_salience_percentile,0.95,27,1,1,somebody,somebody,chunk_004::cluster_100,4,4
rejected_global_cluster_000248,global_cluster_000262,merge_component_000815,below_global_cluster_salience_percentile,0.95,27,1,1,any one,any one,chunk_004::cluster_130,4,4
rejected_global_cluster_000261,global_cluster_000275,merge_component_000842,below_global_cluster_salience_percentile,0.95,27,1,1,a child,a child,chunk_004::cluster_157,4,4
rejected_global_cluster_000266,global_cluster_000280,merge_component_000860,below_global_cluster_salience_percentile,0.95,27,1,1,every one,every one,chunk_004::cluster_175,4,4
rejected_global_cluster_000269,global_cluster_000283,merge_component_000864,below_global_cluster_salience_percentile,0.95,27,1,1,St. George's,st. george's,chunk_004::cluster_179,4,4
rejected_global_cluster_000271,global_cluster_000286,merge_component_000904,below_global_cluster_salience_percentile,0.95,27,1,1,somebody,somebody,chunk_005::cluster_037,5,5
rejected_global_cluster_000272,global_cluster_000287,merge_component_000934,below_global_cluster_salience_percentile,0.95,27,1,1,any one,any one,chunk_005::cluster_068,5,5
rejected_global_cluster_000273,global_cluster_000288,merge_component_000943,below_global_cluster_salience_percentile,0.95,27,1,1,"a little low room, with a vaulted ceiling, and one tiny grated window","a little low room, with a vaulted ceiling, and one tiny grated window",chunk_005::cluster_077,5,5
rejected_global_cluster_000275,global_cluster_000290,merge_component_000969,below_global_cluster_salience_percentile,0.95,27,1,1,a child,a child,chunk_005::cluster_103,5,5
rejected_global_cluster_000276,global_cluster_000291,merge_component_000986,below_global_cluster_salience_percentile,0.95,27,1,1,every one,every one,chunk_005::cluster_120,5,5
rejected_global_cluster_000278,global_cluster_000293,merge_component_001000,below_global_cluster_salience_percentile,0.95,27,1,1,her husband,her husband,chunk_005::cluster_134,5,5
rejected_global_cluster_000279,global_cluster_000294,merge_component_001001,below_global_cluster_salience_percentile,0.95,27,1,1,any one,any one,chunk_005::cluster_135,5,5
rejected_global_cluster_000280,global_cluster_000295,merge_component_001002,below_global_cluster_salience_percentile,0.95,27,1,1,our children,our children,chunk_005::cluster_136,5,5
