relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_3700_23680_3703,3700,23680,23680,23682,3703,14,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.13226785208846822, ""https://example.org/narrative-character-ontology#threatens"": 0.06936075631198416, ""https://example.org/narrative-character-ontology#protects"": 0.0783661088693686, ""https://example.org/narrative-character-ontology#loves"": 0.0370175286983507, ""https://example.org/narrative-character-ontology#kills"": 0.018577263194402317, ""https://example.org/narrative-character-ontology#hates"": 0.039636520339599614, ""https://example.org/narrative-character-ontology#guides"": 0.1247404650274555, ""https://example.org/narrative-character-ontology#follows"": 0.08053849743090664, ""https://example.org/narrative-character-ontology#fears"": 0.045266327059679534, ""https://example.org/narrative-character-ontology#distrusts"": 0.09945176960566085, ""https://example.org/narrative-character-ontology#deceives"": 0.07921247005096517, ""https://example.org/narrative-character-ontology#commands"": 0.060085379900726286, ""https://example.org/narrative-character-ontology#betrays"": 0.07038426108701083, ""https://example.org/narrative-character-ontology#attacks"": 0.06509480033542148}",nli_grouped_softmax
rel_3734_23775_3735,3734,23775,23775,23777,3735,3,8,"{""https://example.org/narrative-character-ontology#trusts"": 0.08157100857098783, ""https://example.org/narrative-character-ontology#threatens"": 0.08958822659343824, ""https://example.org/narrative-character-ontology#protects"": 0.04383270208399365, ""https://example.org/narrative-character-ontology#loves"": 0.039832256016243246, ""https://example.org/narrative-character-ontology#kills"": 0.09361299639516242, ""https://example.org/narrative-character-ontology#hates"": 0.06109386254094039, ""https://example.org/narrative-character-ontology#guides"": 0.081173683452142, ""https://example.org/narrative-character-ontology#follows"": 0.0607369373904369, ""https://example.org/narrative-character-ontology#fears"": 0.06187441239642903, ""https://example.org/narrative-character-ontology#distrusts"": 0.05915640385441371, ""https://example.org/narrative-character-ontology#deceives"": 0.0758841842640361, ""https://example.org/narrative-character-ontology#commands"": 0.0864089362447575, ""https://example.org/narrative-character-ontology#betrays"": 0.06242062731652191, ""https://example.org/narrative-character-ontology#attacks"": 0.10281376288049696}",nli_grouped_softmax
rel_3734_23775_3736,3734,23775,23775,23777,3736,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.08053505180763823, ""https://example.org/narrative-character-ontology#threatens"": 0.10160719919330599, ""https://example.org/narrative-character-ontology#protects"": 0.049086071988415685, ""https://example.org/narrative-character-ontology#loves"": 0.030359411805242736, ""https://example.org/narrative-character-ontology#kills"": 0.08673966409381309, ""https://example.org/narrative-character-ontology#hates"": 0.05475947035922183, ""https://example.org/narrative-character-ontology#guides"": 0.09526488414952719, ""https://example.org/narrative-character-ontology#follows"": 0.06358416051587941, ""https://example.org/narrative-character-ontology#fears"": 0.054439552262926, ""https://example.org/narrative-character-ontology#distrusts"": 0.05738743221166098, ""https://example.org/narrative-character-ontology#deceives"": 0.07944147927387508, ""https://example.org/narrative-character-ontology#commands"": 0.07550805889093218, ""https://example.org/narrative-character-ontology#betrays"": 0.06521927250591837, ""https://example.org/narrative-character-ontology#attacks"": 0.1060682909416431}",nli_grouped_softmax
rel_3738_23787_3740,3738,23787,23787,23789,3740,8,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.07680455283384767, ""https://example.org/narrative-character-ontology#threatens"": 0.08652250427132958, ""https://example.org/narrative-character-ontology#protects"": 0.04613160523741274, ""https://example.org/narrative-character-ontology#loves"": 0.047782264978082155, ""https://example.org/narrative-character-ontology#kills"": 0.08120103412265886, ""https://example.org/narrative-character-ontology#hates"": 0.07554000304448495, ""https://example.org/narrative-character-ontology#guides"": 0.07862592031625207, ""https://example.org/narrative-character-ontology#follows"": 0.05946598955983092, ""https://example.org/narrative-character-ontology#fears"": 0.07186990934373581, ""https://example.org/narrative-character-ontology#distrusts"": 0.06442377036711824, ""https://example.org/narrative-character-ontology#deceives"": 0.08361516118932073, ""https://example.org/narrative-character-ontology#commands"": 0.0692517416607734, ""https://example.org/narrative-character-ontology#betrays"": 0.06993134115637857, ""https://example.org/narrative-character-ontology#attacks"": 0.08883420191877445}",nli_grouped_softmax
rel_3738_23787_3741,3738,23787,23787,23789,3741,8,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.08719721589029193, ""https://example.org/narrative-character-ontology#threatens"": 0.08509415421053179, ""https://example.org/narrative-character-ontology#protects"": 0.041189048278711234, ""https://example.org/narrative-character-ontology#loves"": 0.055534282210460945, ""https://example.org/narrative-character-ontology#kills"": 0.052681594946256384, ""https://example.org/narrative-character-ontology#hates"": 0.08127674225815291, ""https://example.org/narrative-character-ontology#guides"": 0.09005305215416218, ""https://example.org/narrative-character-ontology#follows"": 0.06171143694695422, ""https://example.org/narrative-character-ontology#fears"": 0.07538924232058596, ""https://example.org/narrative-character-ontology#distrusts"": 0.0696555950222583, ""https://example.org/narrative-character-ontology#deceives"": 0.08848391995146616, ""https://example.org/narrative-character-ontology#commands"": 0.06581991173717751, ""https://example.org/narrative-character-ontology#betrays"": 0.06391956701272926, ""https://example.org/narrative-character-ontology#attacks"": 0.08199423706026128}",nli_grouped_softmax
rel_3739_23787_3740,3739,23787,23787,23789,3740,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.08321297233485685, ""https://example.org/narrative-character-ontology#threatens"": 0.09192864039145232, ""https://example.org/narrative-character-ontology#protects"": 0.05017635391423274, ""https://example.org/narrative-character-ontology#loves"": 0.04910984398310145, ""https://example.org/narrative-character-ontology#kills"": 0.06993562164996271, ""https://example.org/narrative-character-ontology#hates"": 0.06518716724464318, ""https://example.org/narrative-character-ontology#guides"": 0.09420061315707134, ""https://example.org/narrative-character-ontology#follows"": 0.06493302656426665, ""https://example.org/narrative-character-ontology#fears"": 0.05489309838630521, ""https://example.org/narrative-character-ontology#distrusts"": 0.05981910719063543, ""https://example.org/narrative-character-ontology#deceives"": 0.09337630583110713, ""https://example.org/narrative-character-ontology#commands"": 0.07415584396030878, ""https://example.org/narrative-character-ontology#betrays"": 0.06405131142544235, ""https://example.org/narrative-character-ontology#attacks"": 0.08502009396661395}",nli_grouped_softmax
rel_3739_23787_3741,3739,23787,23787,23789,3741,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.12648010024470455, ""https://example.org/narrative-character-ontology#threatens"": 0.09537899947900437, ""https://example.org/narrative-character-ontology#protects"": 0.03377674288996023, ""https://example.org/narrative-character-ontology#loves"": 0.05790680949224385, ""https://example.org/narrative-character-ontology#kills"": 0.04500987276454473, ""https://example.org/narrative-character-ontology#hates"": 0.0643478637076317, ""https://example.org/narrative-character-ontology#guides"": 0.1060916916188852, ""https://example.org/narrative-character-ontology#follows"": 0.06009606471673637, ""https://example.org/narrative-character-ontology#fears"": 0.04914487091865851, ""https://example.org/narrative-character-ontology#distrusts"": 0.06140116049069897, ""https://example.org/narrative-character-ontology#deceives"": 0.10650692275959961, ""https://example.org/narrative-character-ontology#commands"": 0.06422230694027177, ""https://example.org/narrative-character-ontology#betrays"": 0.049240950792129985, ""https://example.org/narrative-character-ontology#attacks"": 0.08039564318493012}",nli_grouped_softmax
rel_3747_23819_3750,3747,23819,23819,23820,3750,8,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.07259228690717862, ""https://example.org/narrative-character-ontology#threatens"": 0.0951416170830812, ""https://example.org/narrative-character-ontology#protects"": 0.04005013774117648, ""https://example.org/narrative-character-ontology#loves"": 0.0320557271855271, ""https://example.org/narrative-character-ontology#kills"": 0.09720779101590642, ""https://example.org/narrative-character-ontology#hates"": 0.08586939037277333, ""https://example.org/narrative-character-ontology#guides"": 0.08185716701150318, ""https://example.org/narrative-character-ontology#follows"": 0.052542191146603474, ""https://example.org/narrative-character-ontology#fears"": 0.07416876096269952, ""https://example.org/narrative-character-ontology#distrusts"": 0.06215213922627366, ""https://example.org/narrative-character-ontology#deceives"": 0.06960709402123902, ""https://example.org/narrative-character-ontology#commands"": 0.05936392984397829, ""https://example.org/narrative-character-ontology#betrays"": 0.060593923316302735, ""https://example.org/narrative-character-ontology#attacks"": 0.11679784416575703}",nli_grouped_softmax
rel_3748_23819_3750,3748,23819,23819,23820,3750,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.09169678072517524, ""https://example.org/narrative-character-ontology#threatens"": 0.11256889081765609, ""https://example.org/narrative-character-ontology#protects"": 0.05184065940932868, ""https://example.org/narrative-character-ontology#loves"": 0.032504479059347946, ""https://example.org/narrative-character-ontology#kills"": 0.08123884520909054, ""https://example.org/narrative-character-ontology#hates"": 0.058286020094268684, ""https://example.org/narrative-character-ontology#guides"": 0.10720439780016265, ""https://example.org/narrative-character-ontology#follows"": 0.06072636160106712, ""https://example.org/narrative-character-ontology#fears"": 0.046469666762668234, ""https://example.org/narrative-character-ontology#distrusts"": 0.052349395870557286, ""https://example.org/narrative-character-ontology#deceives"": 0.0744034935497501, ""https://example.org/narrative-character-ontology#commands"": 0.06801029882727445, ""https://example.org/narrative-character-ontology#betrays"": 0.053381895187737775, ""https://example.org/narrative-character-ontology#attacks"": 0.10931881508591527}",nli_grouped_softmax
rel_3749_23819_3750,3749,23819,23819,23820,3750,20,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.09335249325835374, ""https://example.org/narrative-character-ontology#threatens"": 0.09335249325835374, ""https://example.org/narrative-character-ontology#protects"": 0.043881804840691346, ""https://example.org/narrative-character-ontology#loves"": 0.025496240650969625, ""https://example.org/narrative-character-ontology#kills"": 0.07334480232847099, ""https://example.org/narrative-character-ontology#hates"": 0.0579638811832152, ""https://example.org/narrative-character-ontology#guides"": 0.09289778157673771, ""https://example.org/narrative-character-ontology#follows"": 0.052673735480889904, ""https://example.org/narrative-character-ontology#fears"": 0.06104296074789423, ""https://example.org/narrative-character-ontology#distrusts"": 0.06803187384324473, ""https://example.org/narrative-character-ontology#deceives"": 0.0816623869528127, ""https://example.org/narrative-character-ontology#commands"": 0.08110605168253329, ""https://example.org/narrative-character-ontology#betrays"": 0.07094951131496603, ""https://example.org/narrative-character-ontology#attacks"": 0.1042439828808667}",nli_grouped_softmax
rel_3776_23916_3777,3776,23916,23916,23917,3777,3,8,"{""https://example.org/narrative-character-ontology#trusts"": 0.08231330647988169, ""https://example.org/narrative-character-ontology#threatens"": 0.06588274210964692, ""https://example.org/narrative-character-ontology#protects"": 0.06614059987157096, ""https://example.org/narrative-character-ontology#loves"": 0.06311180128865386, ""https://example.org/narrative-character-ontology#kills"": 0.02667107519719894, ""https://example.org/narrative-character-ontology#hates"": 0.054618711594467316, ""https://example.org/narrative-character-ontology#guides"": 0.08943754761834741, ""https://example.org/narrative-character-ontology#follows"": 0.07732619535056998, ""https://example.org/narrative-character-ontology#fears"": 0.09005103158403398, ""https://example.org/narrative-character-ontology#distrusts"": 0.08996313404920635, ""https://example.org/narrative-character-ontology#deceives"": 0.10264083979668184, ""https://example.org/narrative-character-ontology#commands"": 0.04572486090293142, ""https://example.org/narrative-character-ontology#betrays"": 0.08263547165251743, ""https://example.org/narrative-character-ontology#attacks"": 0.06348268250429194}",nli_grouped_softmax
rel_3776_23916_3778,3776,23916,23916,23917,3778,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.1052903578896378, ""https://example.org/narrative-character-ontology#threatens"": 0.062321581881481354, ""https://example.org/narrative-character-ontology#protects"": 0.0801789418100507, ""https://example.org/narrative-character-ontology#loves"": 0.05786362995515757, ""https://example.org/narrative-character-ontology#kills"": 0.02116247697496767, ""https://example.org/narrative-character-ontology#hates"": 0.030551603117569413, ""https://example.org/narrative-character-ontology#guides"": 0.12515755823319752, ""https://example.org/narrative-character-ontology#follows"": 0.08337290774829423, ""https://example.org/narrative-character-ontology#fears"": 0.05227543331622276, ""https://example.org/narrative-character-ontology#distrusts"": 0.09355577518136969, ""https://example.org/narrative-character-ontology#deceives"": 0.10477749793247038, ""https://example.org/narrative-character-ontology#commands"": 0.04359253453565618, ""https://example.org/narrative-character-ontology#betrays"": 0.084685840003539, ""https://example.org/narrative-character-ontology#attacks"": 0.05521386142038576}",nli_grouped_softmax
rel_3783_23959_3785,3783,23959,23959,23961,3785,14,19,"{""https://example.org/narrative-character-ontology#trusts"": 0.08227733378846512, ""https://example.org/narrative-character-ontology#threatens"": 0.07943502644877462, ""https://example.org/narrative-character-ontology#protects"": 0.0766909078889251, ""https://example.org/narrative-character-ontology#loves"": 0.050295125312505, ""https://example.org/narrative-character-ontology#kills"": 0.044298686882497135, ""https://example.org/narrative-character-ontology#hates"": 0.05364355251887791, ""https://example.org/narrative-character-ontology#guides"": 0.07974592635188384, ""https://example.org/narrative-character-ontology#follows"": 0.08068594609686561, ""https://example.org/narrative-character-ontology#fears"": 0.08406413632081683, ""https://example.org/narrative-character-ontology#distrusts"": 0.07866306922594297, ""https://example.org/narrative-character-ontology#deceives"": 0.07789861395760826, ""https://example.org/narrative-character-ontology#commands"": 0.05721490321309807, ""https://example.org/narrative-character-ontology#betrays"": 0.0814777547496856, ""https://example.org/narrative-character-ontology#attacks"": 0.07360901724405382}",nli_grouped_softmax
rel_3791_23984_3792,3791,23984,23984,23985,3792,19,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.019569468538498162, ""https://example.org/narrative-character-ontology#threatens"": 0.01922847972647171, ""https://example.org/narrative-character-ontology#protects"": 0.016255377044524604, ""https://example.org/narrative-character-ontology#loves"": 0.010849585473939018, ""https://example.org/narrative-character-ontology#kills"": 0.011481849671111091, ""https://example.org/narrative-character-ontology#hates"": 0.012439111029291619, ""https://example.org/narrative-character-ontology#guides"": 0.02937725172779429, ""https://example.org/narrative-character-ontology#follows"": 0.7583895611879752, ""https://example.org/narrative-character-ontology#fears"": 0.018746402626514454, ""https://example.org/narrative-character-ontology#distrusts"": 0.02365143404116509, ""https://example.org/narrative-character-ontology#deceives"": 0.018746402626514454, ""https://example.org/narrative-character-ontology#commands"": 0.018276411678640418, ""https://example.org/narrative-character-ontology#betrays"": 0.021242457136802742, ""https://example.org/narrative-character-ontology#attacks"": 0.0217462074907569}",nli_grouped_softmax
rel_3810_24102_3811,3810,24102,24102,24103,3811,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.0743324771386816, ""https://example.org/narrative-character-ontology#threatens"": 0.07729354640109051, ""https://example.org/narrative-character-ontology#protects"": 0.06996541786051436, ""https://example.org/narrative-character-ontology#loves"": 0.055239206531206224, ""https://example.org/narrative-character-ontology#kills"": 0.045349871335467515, ""https://example.org/narrative-character-ontology#hates"": 0.056109097458219404, ""https://example.org/narrative-character-ontology#guides"": 0.09160925827208932, ""https://example.org/narrative-character-ontology#follows"": 0.07418743820496045, ""https://example.org/narrative-character-ontology#fears"": 0.087158443496285, ""https://example.org/narrative-character-ontology#distrusts"": 0.06888070459727094, ""https://example.org/narrative-character-ontology#deceives"": 0.09098515869133192, ""https://example.org/narrative-character-ontology#commands"": 0.05949496662360325, ""https://example.org/narrative-character-ontology#betrays"": 0.0743324771386816, ""https://example.org/narrative-character-ontology#attacks"": 0.075061936250598}",nli_grouped_softmax
rel_3832_24284_3833,3832,24284,24284,24285,3833,3,8,"{""https://example.org/narrative-character-ontology#trusts"": 0.08904048458325878, ""https://example.org/narrative-character-ontology#threatens"": 0.07098926363952231, ""https://example.org/narrative-character-ontology#protects"": 0.058852166635349125, ""https://example.org/narrative-character-ontology#loves"": 0.03604594137813513, ""https://example.org/narrative-character-ontology#kills"": 0.027315396682633383, ""https://example.org/narrative-character-ontology#hates"": 0.04803373849259895, ""https://example.org/narrative-character-ontology#guides"": 0.11613068470502672, ""https://example.org/narrative-character-ontology#follows"": 0.06853690773794925, ""https://example.org/narrative-character-ontology#fears"": 0.07842462906517295, ""https://example.org/narrative-character-ontology#distrusts"": 0.10040463150908423, ""https://example.org/narrative-character-ontology#deceives"": 0.12313851983890058, ""https://example.org/narrative-character-ontology#commands"": 0.04955849302727485, ""https://example.org/narrative-character-ontology#betrays"": 0.07490641892333905, ""https://example.org/narrative-character-ontology#attacks"": 0.05862272378175483}",nli_grouped_softmax
rel_3832_24284_3834,3832,24284,24284,24285,3834,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.09077055054215721, ""https://example.org/narrative-character-ontology#threatens"": 0.06666907150229104, ""https://example.org/narrative-character-ontology#protects"": 0.07741303770905492, ""https://example.org/narrative-character-ontology#loves"": 0.0432977436851914, ""https://example.org/narrative-character-ontology#kills"": 0.023864628885569294, ""https://example.org/narrative-character-ontology#hates"": 0.033852294275219984, ""https://example.org/narrative-character-ontology#guides"": 0.1390860369156662, ""https://example.org/narrative-character-ontology#follows"": 0.0845248722549067, ""https://example.org/narrative-character-ontology#fears"": 0.04115392374246815, ""https://example.org/narrative-character-ontology#distrusts"": 0.0772619879273493, ""https://example.org/narrative-character-ontology#deceives"": 0.13207037173900626, ""https://example.org/narrative-character-ontology#commands"": 0.05452009093591181, ""https://example.org/narrative-character-ontology#betrays"": 0.07152547284100134, ""https://example.org/narrative-character-ontology#attacks"": 0.06398991704420648}",nli_grouped_softmax
rel_3835_24291_3836,3835,24291,24291,24292,3836,3,19,"{""https://example.org/narrative-character-ontology#trusts"": 0.09336438916173813, ""https://example.org/narrative-character-ontology#threatens"": 0.07778065988413041, ""https://example.org/narrative-character-ontology#protects"": 0.07877440426871053, ""https://example.org/narrative-character-ontology#loves"": 0.05026803435421096, ""https://example.org/narrative-character-ontology#kills"": 0.029036139685306467, ""https://example.org/narrative-character-ontology#hates"": 0.04523633452890579, ""https://example.org/narrative-character-ontology#guides"": 0.10841040404488218, ""https://example.org/narrative-character-ontology#follows"": 0.07257038185590484, ""https://example.org/narrative-character-ontology#fears"": 0.04568025968358944, ""https://example.org/narrative-character-ontology#distrusts"": 0.08609534222276044, ""https://example.org/narrative-character-ontology#deceives"": 0.11339144388230188, ""https://example.org/narrative-character-ontology#commands"": 0.05774525896419434, ""https://example.org/narrative-character-ontology#betrays"": 0.07151508723168187, ""https://example.org/narrative-character-ontology#attacks"": 0.07013186023168251}",nli_grouped_softmax
rel_3838_24312_3839,3838,24312,24312,24313,3839,3,8,"{""https://example.org/narrative-character-ontology#trusts"": 0.10332248993080237, ""https://example.org/narrative-character-ontology#threatens"": 0.057620055458988066, ""https://example.org/narrative-character-ontology#protects"": 0.05968178960658187, ""https://example.org/narrative-character-ontology#loves"": 0.1434490711246651, ""https://example.org/narrative-character-ontology#kills"": 0.02643195823252508, ""https://example.org/narrative-character-ontology#hates"": 0.04638953138857325, ""https://example.org/narrative-character-ontology#guides"": 0.11095715431691756, ""https://example.org/narrative-character-ontology#follows"": 0.0700481730755772, ""https://example.org/narrative-character-ontology#fears"": 0.06503752702536002, ""https://example.org/narrative-character-ontology#distrusts"": 0.07018511960692835, ""https://example.org/narrative-character-ontology#deceives"": 0.08683649148662642, ""https://example.org/narrative-character-ontology#commands"": 0.0424034644298593, ""https://example.org/narrative-character-ontology#betrays"": 0.06977508112946226, ""https://example.org/narrative-character-ontology#attacks"": 0.047862093187133144}",nli_grouped_softmax
rel_3838_24312_3840,3838,24312,24312,24313,3840,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.11117186334476681, ""https://example.org/narrative-character-ontology#threatens"": 0.06157506562777274, ""https://example.org/narrative-character-ontology#protects"": 0.06670868369814353, ""https://example.org/narrative-character-ontology#loves"": 0.12186016481626871, ""https://example.org/narrative-character-ontology#kills"": 0.026431431387344623, ""https://example.org/narrative-character-ontology#hates"": 0.0313881014009586, ""https://example.org/narrative-character-ontology#guides"": 0.12055812597040148, ""https://example.org/narrative-character-ontology#follows"": 0.07500258914130502, ""https://example.org/narrative-character-ontology#fears"": 0.045848163107992154, ""https://example.org/narrative-character-ontology#distrusts"": 0.06303527622888071, ""https://example.org/narrative-character-ontology#deceives"": 0.10332043049368558, ""https://example.org/narrative-character-ontology#commands"": 0.05318479965891148, ""https://example.org/narrative-character-ontology#betrays"": 0.06775919260922329, ""https://example.org/narrative-character-ontology#attacks"": 0.05215611251434526}",nli_grouped_softmax
rel_3862_24432_3864,3862,24432,24432,24433,3864,8,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.07208564479108764, ""https://example.org/narrative-character-ontology#threatens"": 0.05101663714702407, ""https://example.org/narrative-character-ontology#protects"": 0.044715306066170926, ""https://example.org/narrative-character-ontology#loves"": 0.3579939389349994, ""https://example.org/narrative-character-ontology#kills"": 0.03806073023483197, ""https://example.org/narrative-character-ontology#hates"": 0.04279282926850184, ""https://example.org/narrative-character-ontology#guides"": 0.06474348307964312, ""https://example.org/narrative-character-ontology#follows"": 0.044890316825844254, ""https://example.org/narrative-character-ontology#fears"": 0.0424598128291155, ""https://example.org/narrative-character-ontology#distrusts"": 0.04449750179222343, ""https://example.org/narrative-character-ontology#deceives"": 0.06778435971027699, ""https://example.org/narrative-character-ontology#commands"": 0.03610562509822901, ""https://example.org/narrative-character-ontology#betrays"": 0.05404240334754199, ""https://example.org/narrative-character-ontology#attacks"": 0.03881141087450975}",nli_grouped_softmax
rel_3863_24432_3864,3863,24432,24432,24433,3864,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.08595087451154777, ""https://example.org/narrative-character-ontology#threatens"": 0.04902118094678775, ""https://example.org/narrative-character-ontology#protects"": 0.04950224855673462, ""https://example.org/narrative-character-ontology#loves"": 0.36308350169359976, ""https://example.org/narrative-character-ontology#kills"": 0.029271884118663598, ""https://example.org/narrative-character-ontology#hates"": 0.027231158313840143, ""https://example.org/narrative-character-ontology#guides"": 0.07864222106816762, ""https://example.org/narrative-character-ontology#follows"": 0.045425816732911094, ""https://example.org/narrative-character-ontology#fears"": 0.027072067287748306, ""https://example.org/narrative-character-ontology#distrusts"": 0.03678694746958179, ""https://example.org/narrative-character-ontology#deceives"": 0.07864222106816762, ""https://example.org/narrative-character-ontology#commands"": 0.043770987800632113, ""https://example.org/narrative-character-ontology#betrays"": 0.047792171213128294, ""https://example.org/narrative-character-ontology#attacks"": 0.03780671921848966}",nli_grouped_softmax
rel_3875_24486_3878,3875,24486,24486,24488,3878,8,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.03745664382663808, ""https://example.org/narrative-character-ontology#threatens"": 0.2173447669910914, ""https://example.org/narrative-character-ontology#protects"": 0.04129908519499689, ""https://example.org/narrative-character-ontology#loves"": 0.024757329819167374, ""https://example.org/narrative-character-ontology#kills"": 0.02032508778479112, ""https://example.org/narrative-character-ontology#hates"": 0.07032074951692496, ""https://example.org/narrative-character-ontology#guides"": 0.05210506831152711, ""https://example.org/narrative-character-ontology#follows"": 0.03910118797333301, ""https://example.org/narrative-character-ontology#fears"": 0.2509575267943695, ""https://example.org/narrative-character-ontology#distrusts"": 0.05852612068269024, ""https://example.org/narrative-character-ontology#deceives"": 0.04277682994086087, ""https://example.org/narrative-character-ontology#commands"": 0.028607040231670895, ""https://example.org/narrative-character-ontology#betrays"": 0.05220693547033764, ""https://example.org/narrative-character-ontology#attacks"": 0.06421562746160091}",nli_grouped_softmax
rel_3876_24486_3877,3876,24486,24486,24488,3877,9,8,"{""https://example.org/narrative-character-ontology#trusts"": 0.04719630236118456, ""https://example.org/narrative-character-ontology#threatens"": 0.2263183197723971, ""https://example.org/narrative-character-ontology#protects"": 0.04812716601588385, ""https://example.org/narrative-character-ontology#loves"": 0.025836196846452025, ""https://example.org/narrative-character-ontology#kills"": 0.01629468510099205, ""https://example.org/narrative-character-ontology#hates"": 0.0566523085199968, ""https://example.org/narrative-character-ontology#guides"": 0.05827965430681607, ""https://example.org/narrative-character-ontology#follows"": 0.04874205024347058, ""https://example.org/narrative-character-ontology#fears"": 0.22881843549312164, ""https://example.org/narrative-character-ontology#distrusts"": 0.05523197883269421, ""https://example.org/narrative-character-ontology#deceives"": 0.04481566471929644, ""https://example.org/narrative-character-ontology#commands"": 0.02799020457098103, ""https://example.org/narrative-character-ontology#betrays"": 0.04855202299830232, ""https://example.org/narrative-character-ontology#attacks"": 0.06714501021841134}",nli_grouped_softmax
rel_3906_24570_3907,3906,24570,24570,24575,3907,17,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.07349997517639763, ""https://example.org/narrative-character-ontology#rulesOver"": 0.7683219850147229, ""https://example.org/narrative-character-ontology#locatedIn"": 0.0410690098353536, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.1171090299735259}",nli_grouped_softmax
rel_3916_24614_3918,3916,24614,24614,24615,3918,14,17,"{""https://example.org/narrative-character-ontology#trusts"": 0.06737031639952873, ""https://example.org/narrative-character-ontology#threatens"": 0.06441088473205704, ""https://example.org/narrative-character-ontology#protects"": 0.0706034853897197, ""https://example.org/narrative-character-ontology#loves"": 0.04134383269137568, ""https://example.org/narrative-character-ontology#kills"": 0.03467926685502335, ""https://example.org/narrative-character-ontology#hates"": 0.04366779008794594, ""https://example.org/narrative-character-ontology#guides"": 0.1241552298609664, ""https://example.org/narrative-character-ontology#follows"": 0.12759693961402668, ""https://example.org/narrative-character-ontology#fears"": 0.07256068610158632, ""https://example.org/narrative-character-ontology#distrusts"": 0.07185553437905418, ""https://example.org/narrative-character-ontology#deceives"": 0.06353625967331113, ""https://example.org/narrative-character-ontology#commands"": 0.07761852119522451, ""https://example.org/narrative-character-ontology#betrays"": 0.06789870833987939, ""https://example.org/narrative-character-ontology#attacks"": 0.07270254468030114}",nli_grouped_softmax
rel_3916_24614_3919,3916,24614,24614,24618,3919,14,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.3535461477297714, ""https://example.org/narrative-character-ontology#rulesOver"": 0.22027339750916802, ""https://example.org/narrative-character-ontology#locatedIn"": 0.11371970336040112, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.3124607514006595}",nli_grouped_softmax
rel_3932_24746_3935,3932,24746,24746,24747,3935,8,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.06542841531404656, ""https://example.org/narrative-character-ontology#threatens"": 0.0939051071544245, ""https://example.org/narrative-character-ontology#protects"": 0.0592830740760159, ""https://example.org/narrative-character-ontology#loves"": 0.039030956454891255, ""https://example.org/narrative-character-ontology#kills"": 0.036380851790780336, ""https://example.org/narrative-character-ontology#hates"": 0.09879687987337607, ""https://example.org/narrative-character-ontology#guides"": 0.07464866098069273, ""https://example.org/narrative-character-ontology#follows"": 0.053348992162847664, ""https://example.org/narrative-character-ontology#fears"": 0.08238681393308853, ""https://example.org/narrative-character-ontology#distrusts"": 0.08071444750099048, ""https://example.org/narrative-character-ontology#deceives"": 0.08727312653438159, ""https://example.org/narrative-character-ontology#commands"": 0.05319292501298753, ""https://example.org/narrative-character-ontology#betrays"": 0.09208881796731869, ""https://example.org/narrative-character-ontology#attacks"": 0.08352093124415814}",nli_grouped_softmax
rel_3933_24746_3934,3933,24746,24746,24747,3934,9,8,"{""https://example.org/narrative-character-ontology#trusts"": 0.06346237473994464, ""https://example.org/narrative-character-ontology#threatens"": 0.09090565463975371, ""https://example.org/narrative-character-ontology#protects"": 0.061150487329129984, ""https://example.org/narrative-character-ontology#loves"": 0.04434716436279089, ""https://example.org/narrative-character-ontology#kills"": 0.04093439421471401, ""https://example.org/narrative-character-ontology#hates"": 0.09489689216042445, ""https://example.org/narrative-character-ontology#guides"": 0.07707532142149, ""https://example.org/narrative-character-ontology#follows"": 0.059559192145005845, ""https://example.org/narrative-character-ontology#fears"": 0.08022395864700761, ""https://example.org/narrative-character-ontology#distrusts"": 0.07441271992848905, ""https://example.org/narrative-character-ontology#deceives"": 0.09526830809489345, ""https://example.org/narrative-character-ontology#commands"": 0.05486849893841836, ""https://example.org/narrative-character-ontology#betrays"": 0.08399192338203014, ""https://example.org/narrative-character-ontology#attacks"": 0.07890310999590772}",nli_grouped_softmax
