local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_000::cluster_041::mention_009,chunk_000::cluster_041,chunk_000,0,41,9,1275,1276,1275,1276,madam,1275,1275,core,
chunk_000::cluster_041::mention_010,chunk_000::cluster_041,chunk_000,0,41,10,1304,1306,1304,1306,Mrs. Otis,1305,1305,core,
chunk_000::cluster_041::mention_011,chunk_000::cluster_041,chunk_000,0,41,11,1308,1309,1308,1309,I,1308,1308,core,
chunk_000::cluster_041::mention_012,chunk_000::cluster_041,chunk_000,0,41,12,1629,1630,1629,1630,My,1629,1629,core,
chunk_000::cluster_041::mention_013,chunk_000::cluster_041,chunk_000,0,41,13,1635,1637,1635,1637,Mrs. Otis,1636,1636,core,
chunk_000::cluster_041::mention_014,chunk_000::cluster_041,chunk_000,0,41,14,1772,1774,1772,1774,his wife,1773,1773,core,
chunk_000::cluster_041::mention_015,chunk_000::cluster_041,chunk_000,0,41,15,1974,1976,1974,1976,Mrs. Otis,1975,1975,core,
chunk_000::cluster_041::mention_016,chunk_000::cluster_041,chunk_000,0,41,16,1977,1978,1977,1978,her,1977,1977,core,
chunk_000::cluster_041::mention_017,chunk_000::cluster_041,chunk_000,0,41,17,3874,3875,3874,3875,she,3874,3874,core,
chunk_000::cluster_041::mention_018,chunk_000::cluster_041,chunk_000,0,41,18,3909,3910,3909,3910,her,3909,3909,core,
chunk_000::cluster_041::mention_019,chunk_000::cluster_041,chunk_000,0,41,19,4035,4037,4035,4037,Mrs. Otis,4036,4036,right_overlap,4035:4037:mrs. otis
chunk_000::cluster_041::mention_020,chunk_000::cluster_041,chunk_000,0,41,20,4472,4474,4472,4474,his wife,4473,4473,right_overlap,4472:4474:his wife
chunk_000::cluster_041::mention_021,chunk_000::cluster_041,chunk_000,0,41,21,4483,4485,4483,4485,Mrs. Otis,4484,4484,right_overlap,4483:4485:mrs. otis
chunk_000::cluster_041::mention_022,chunk_000::cluster_041,chunk_000,0,41,22,4492,4493,4492,4493,her,4492,4492,right_overlap,4492:4493:her
chunk_000::cluster_041::mention_023,chunk_000::cluster_041,chunk_000,0,41,23,5437,5440,5437,5440,his new friend,5439,5439,right_overlap,5437:5440:his new friend
chunk_000::cluster_042::mention_000,chunk_000::cluster_042,chunk_000,0,42,0,449,450,449,450,America,449,449,core,
chunk_000::cluster_042::mention_001,chunk_000::cluster_042,chunk_000,0,42,1,649,650,649,650,America,649,649,core,
chunk_000::cluster_043::mention_000,chunk_000::cluster_043,chunk_000,0,43,0,530,534,530,534,Miss Lucretia R. Tappan,533,533,core,
chunk_000::cluster_044::mention_000,chunk_000::cluster_044,chunk_000,0,44,0,530,539,530,539,"Miss Lucretia R. Tappan, of West 53d Street",533,533,core,
chunk_000::cluster_045::mention_000,chunk_000::cluster_045,chunk_000,0,45,0,536,539,536,539,West 53d Street,538,538,core,
chunk_000::cluster_046::mention_000,chunk_000::cluster_046,chunk_000,0,46,0,542,547,542,547,a celebrated New York belle,546,546,core,
chunk_000::cluster_047::mention_000,chunk_000::cluster_047,chunk_000,0,47,0,550,567,550,567,"a very handsome, middle-aged woman, with fine eyes, and a superb profile",557,557,core,
chunk_000::cluster_048::mention_000,chunk_000::cluster_048,chunk_000,0,48,0,568,571,568,571,Many American ladies,570,570,core,
chunk_000::cluster_049::mention_000,chunk_000::cluster_049,chunk_000,0,49,0,573,574,573,574,their,573,573,core,
chunk_000::cluster_050::mention_000,chunk_000::cluster_050,chunk_000,0,50,0,573,576,573,576,their native land,575,575,core,
chunk_000::cluster_051::mention_000,chunk_000::cluster_051,chunk_000,0,51,0,642,643,642,643,we,642,642,core,
chunk_000::cluster_052::mention_000,chunk_000::cluster_052,chunk_000,0,52,0,659,662,659,662,Her eldest son,661,661,core,
chunk_000::cluster_053::mention_000,chunk_000::cluster_053,chunk_000,0,53,0,666,668,666,668,his parents,667,667,core,
chunk_000::cluster_055::mention_000,chunk_000::cluster_055,chunk_000,0,55,0,703,705,703,705,the German,704,704,core,
chunk_000::cluster_056::mention_000,chunk_000::cluster_056,chunk_000,0,56,0,706,709,706,709,the Newport Casino,708,708,core,
chunk_000::cluster_057::mention_000,chunk_000::cluster_057,chunk_000,0,57,0,722,725,722,725,an excellent dancer,724,724,core,
chunk_000::cluster_058::mention_000,chunk_000::cluster_058,chunk_000,0,58,0,741,745,741,745,Miss Virginia E. Otis,744,744,core,
chunk_000::cluster_058::mention_001,chunk_000::cluster_058,chunk_000,0,58,1,765,766,765,766,her,765,765,core,
chunk_000::cluster_058::mention_002,chunk_000::cluster_058,chunk_000,0,58,2,770,771,770,771,She,770,770,core,
chunk_000::cluster_058::mention_003,chunk_000::cluster_058,chunk_000,0,58,3,784,785,784,785,her,784,784,core,
chunk_000::cluster_058::mention_004,chunk_000::cluster_058,chunk_000,0,58,4,821,822,821,822,her,821,821,core,
chunk_000::cluster_058::mention_005,chunk_000::cluster_058,chunk_000,0,58,5,845,846,845,846,Virginia,845,845,core,
chunk_000::cluster_058::mention_006,chunk_000::cluster_058,chunk_000,0,58,6,3521,3523,3521,3523,little Virginia,3522,3522,core,
chunk_000::cluster_058::mention_007,chunk_000::cluster_058,chunk_000,0,58,7,4509,4511,4509,4511,little Virginia,4510,4510,right_overlap,4509:4511:little virginia
chunk_000::cluster_058::mention_008,chunk_000::cluster_058,chunk_000,0,58,8,4521,4522,4521,4522,She,4521,4521,right_overlap,4521:4522:she
chunk_000::cluster_058::mention_009,chunk_000::cluster_058,chunk_000,0,58,9,4560,4561,4560,4561,her,4560,4560,right_overlap,4560:4561:her
chunk_000::cluster_060::mention_000,chunk_000::cluster_060,chunk_000,0,60,0,772,775,772,775,a wonderful Amazon,774,774,core,
chunk_000::cluster_061::mention_000,chunk_000::cluster_061,chunk_000,0,61,0,772,783,772,783,"a wonderful Amazon, and had once raced old Lord Bilton",774,774,core,
chunk_000::cluster_062::mention_000,chunk_000::cluster_062,chunk_000,0,62,0,780,783,780,783,old Lord Bilton,782,782,core,
chunk_000::cluster_063::mention_000,chunk_000::cluster_063,chunk_000,0,63,0,788,790,788,790,the park,789,789,core,
chunk_000::cluster_064::mention_000,chunk_000::cluster_064,chunk_000,0,64,0,812,817,812,817,the young Duke of Cheshire,814,814,core,
chunk_000::cluster_065::mention_000,chunk_000::cluster_065,chunk_000,0,65,0,816,817,816,817,Cheshire,816,816,core,
chunk_000::cluster_066::mention_000,chunk_000::cluster_066,chunk_000,0,66,0,831,832,831,832,Eton,831,831,core,
chunk_000::cluster_067::mention_000,chunk_000::cluster_067,chunk_000,0,67,0,836,837,836,837,his,836,836,core,
chunk_000::cluster_068::mention_000,chunk_000::cluster_068,chunk_000,0,68,0,836,838,836,838,his guardians,837,837,core,
chunk_000::cluster_069::mention_000,chunk_000::cluster_069,chunk_000,0,69,0,847,849,847,849,the twins,848,848,core,
chunk_000::cluster_069::mention_001,chunk_000::cluster_069,chunk_000,0,69,1,862,863,862,863,they,862,862,core,
chunk_000::cluster_069::mention_002,chunk_000::cluster_069,chunk_000,0,69,2,868,869,868,869,They,868,868,core,
chunk_000::cluster_069::mention_003,chunk_000::cluster_069,chunk_000,0,69,3,3297,3299,3297,3299,the twins,3298,3298,core,
chunk_000::cluster_069::mention_004,chunk_000::cluster_069,chunk_000,0,69,4,3644,3646,3644,3646,The twins,3645,3645,core,
chunk_000::cluster_069::mention_005,chunk_000::cluster_069,chunk_000,0,69,5,3649,3650,3649,3650,their,3649,3649,core,
chunk_000::cluster_069::mention_006,chunk_000::cluster_069,chunk_000,0,69,6,3654,3655,3654,3655,them,3654,3654,core,
chunk_000::cluster_069::mention_007,chunk_000::cluster_069,chunk_000,0,69,7,3996,3998,3996,3998,the twins,3997,3997,right_overlap,3996:3998:the twins
chunk_000::cluster_069::mention_008,chunk_000::cluster_069,chunk_000,0,69,8,4027,4029,4027,4029,the twins,4028,4028,right_overlap,4027:4029:the twins
chunk_000::cluster_069::mention_009,chunk_000::cluster_069,chunk_000,0,69,9,4576,4578,4576,4578,the twins,4577,4577,right_overlap,4576:4578:the twins
chunk_000::cluster_069::mention_010,chunk_000::cluster_069,chunk_000,0,69,10,4585,4586,4585,4586,them,4585,4585,right_overlap,4585:4586:them
chunk_000::cluster_069::mention_011,chunk_000::cluster_069,chunk_000,0,69,11,4603,4604,4603,4604,their,4603,4603,right_overlap,4603:4604:their
chunk_000::cluster_069::mention_012,chunk_000::cluster_069,chunk_000,0,69,12,4619,4620,4619,4620,their,4619,4619,right_overlap,4619:4620:their
chunk_000::cluster_069::mention_013,chunk_000::cluster_069,chunk_000,0,69,13,4631,4632,4631,4632,them,4631,4631,right_overlap,4631:4632:them
chunk_000::cluster_069::mention_014,chunk_000::cluster_069,chunk_000,0,69,14,4645,4646,4645,4646,they,4645,4645,right_overlap,4645:4646:they
chunk_000::cluster_069::mention_015,chunk_000::cluster_069,chunk_000,0,69,15,4759,4761,4759,4761,the twins,4760,4760,right_overlap,4759:4761:the twins
chunk_000::cluster_069::mention_016,chunk_000::cluster_069,chunk_000,0,69,16,4776,4777,4776,4777,themselves,4776,4776,right_overlap,4776:4777:themselves
chunk_000::cluster_069::mention_017,chunk_000::cluster_069,chunk_000,0,69,17,4778,4779,4778,4779,they,4778,4778,right_overlap,4778:4779:they
chunk_000::cluster_069::mention_018,chunk_000::cluster_069,chunk_000,0,69,18,5446,5448,5446,5448,the twins,5447,5447,right_overlap,5446:5448:the twins
chunk_000::cluster_070::mention_000,chunk_000::cluster_070,chunk_000,0,70,0,870,872,870,872,delightful boys,871,871,core,
chunk_000::cluster_071::mention_000,chunk_000::cluster_071,chunk_000,0,71,0,883,890,883,890,the only true republicans of the family,886,886,core,
chunk_000::cluster_072::mention_000,chunk_000::cluster_072,chunk_000,0,72,0,899,900,899,900,Ascot,899,899,core,
chunk_000::cluster_073::mention_000,chunk_000::cluster_073,chunk_000,0,73,0,901,905,901,905,the nearest railway station,904,904,core,
chunk_000::cluster_074::mention_000,chunk_000::cluster_074,chunk_000,0,74,0,911,913,911,913,a waggonette,912,912,core,
chunk_000::cluster_075::mention_000,chunk_000::cluster_075,chunk_000,0,75,0,915,916,915,916,them,915,915,core,
chunk_000::cluster_075::mention_001,chunk_000::cluster_075,chunk_000,0,75,1,918,919,918,919,they,918,918,core,
chunk_000::cluster_075::mention_002,chunk_000::cluster_075,chunk_000,0,75,2,921,922,921,922,their,921,921,core,
chunk_000::cluster_075::mention_003,chunk_000::cluster_075,chunk_000,0,75,3,949,950,949,950,they,949,949,core,
chunk_000::cluster_075::mention_004,chunk_000::cluster_075,chunk_000,0,75,4,982,983,982,983,them,982,982,core,
chunk_000::cluster_075::mention_005,chunk_000::cluster_075,chunk_000,0,75,5,989,990,989,990,they,989,989,core,
chunk_000::cluster_075::mention_006,chunk_000::cluster_075,chunk_000,0,75,6,1016,1017,1016,1017,they,1016,1016,core,
chunk_000::cluster_075::mention_007,chunk_000::cluster_075,chunk_000,0,75,7,1051,1052,1051,1052,their,1051,1051,core,
chunk_000::cluster_075::mention_008,chunk_000::cluster_075,chunk_000,0,75,8,1057,1058,1057,1058,they,1057,1057,core,
chunk_000::cluster_075::mention_009,chunk_000::cluster_075,chunk_000,0,75,9,1077,1078,1077,1078,them,1077,1077,core,
chunk_000::cluster_075::mention_010,chunk_000::cluster_075,chunk_000,0,75,10,1126,1127,1126,1127,them,1126,1126,core,
chunk_000::cluster_075::mention_011,chunk_000::cluster_075,chunk_000,0,75,11,1132,1133,1132,1133,they,1132,1132,core,
chunk_000::cluster_075::mention_012,chunk_000::cluster_075,chunk_000,0,75,12,1149,1150,1149,1150,you,1149,1149,core,
chunk_000::cluster_075::mention_013,chunk_000::cluster_075,chunk_000,0,75,13,1159,1160,1159,1160,they,1159,1159,core,
chunk_000::cluster_075::mention_014,chunk_000::cluster_075,chunk_000,0,75,14,1194,1195,1194,1195,they,1194,1194,core,
chunk_000::cluster_075::mention_015,chunk_000::cluster_075,chunk_000,0,75,15,1200,1201,1200,1201,them,1200,1200,core,
chunk_000::cluster_075::mention_016,chunk_000::cluster_075,chunk_000,0,75,16,1207,1208,1207,1208,their,1207,1207,core,
chunk_000::cluster_075::mention_017,chunk_000::cluster_075,chunk_000,0,75,17,1210,1211,1210,1211,they,1210,1210,core,
chunk_000::cluster_075::mention_018,chunk_000::cluster_075,chunk_000,0,75,18,1224,1225,1224,1225,them,1224,1224,core,
chunk_000::cluster_075::mention_019,chunk_000::cluster_075,chunk_000,0,75,19,1558,1559,1558,1559,them,1558,1558,core,
chunk_000::cluster_075::mention_020,chunk_000::cluster_075,chunk_000,0,75,20,1562,1563,1562,1563,their,1562,1562,core,
chunk_000::cluster_075::mention_021,chunk_000::cluster_075,chunk_000,0,75,21,1641,1642,1641,1642,we,1641,1641,core,
chunk_000::cluster_075::mention_022,chunk_000::cluster_075,chunk_000,0,75,22,1780,1781,1780,1781,they,1780,1780,core,
chunk_000::cluster_075::mention_023,chunk_000::cluster_075,chunk_000,0,75,23,1844,1845,1844,1845,they,1844,1844,core,
chunk_000::cluster_075::mention_024,chunk_000::cluster_075,chunk_000,0,75,24,1850,1851,1850,1851,they,1850,1850,core,
chunk_000::cluster_075::mention_025,chunk_000::cluster_075,chunk_000,0,75,25,1946,1949,1946,1949,The whole family,1948,1948,core,
chunk_000::cluster_075::mention_026,chunk_000::cluster_075,chunk_000,0,75,26,2043,2046,2043,2046,the whole family,2045,2045,core,
chunk_000::cluster_075::mention_027,chunk_000::cluster_075,chunk_000,0,75,27,2051,2052,2051,2052,They,2051,2051,core,
chunk_000::cluster_075::mention_028,chunk_000::cluster_075,chunk_000,0,75,28,2061,2062,2061,2062,they,2061,2061,core,
chunk_000::cluster_075::mention_029,chunk_000::cluster_075,chunk_000,0,75,29,2227,2229,2227,2229,the family,2228,2228,core,
chunk_000::cluster_075::mention_030,chunk_000::cluster_075,chunk_000,0,75,30,3199,3202,3199,3202,the Otis family,3201,3201,core,
chunk_000::cluster_075::mention_031,chunk_000::cluster_075,chunk_000,0,75,31,3206,3207,3206,3207,they,3206,3206,core,
chunk_000::cluster_075::mention_032,chunk_000::cluster_075,chunk_000,0,75,32,3327,3328,3327,3328,we,3327,3327,core,
chunk_000::cluster_075::mention_033,chunk_000::cluster_075,chunk_000,0,75,33,3366,3367,3366,3367,they,3366,3366,core,
chunk_000::cluster_075::mention_034,chunk_000::cluster_075,chunk_000,0,75,34,3460,3461,3460,3461,they,3460,3460,core,
chunk_000::cluster_075::mention_035,chunk_000::cluster_075,chunk_000,0,75,35,3480,3481,3480,3481,they,3480,3480,core,
chunk_000::cluster_075::mention_036,chunk_000::cluster_075,chunk_000,0,75,36,3494,3496,3494,3496,the party,3495,3495,core,
chunk_000::cluster_075::mention_037,chunk_000::cluster_075,chunk_000,0,75,37,3572,3573,3572,3573,they,3572,3572,core,
chunk_000::cluster_075::mention_038,chunk_000::cluster_075,chunk_000,0,75,38,3577,3578,3577,3578,they,3577,3577,core,
chunk_000::cluster_075::mention_039,chunk_000::cluster_075,chunk_000,0,75,39,3594,3595,3594,3595,they,3594,3594,core,
chunk_000::cluster_075::mention_040,chunk_000::cluster_075,chunk_000,0,75,40,3727,3728,3727,3728,them,3727,3727,core,
chunk_000::cluster_075::mention_041,chunk_000::cluster_075,chunk_000,0,75,41,3744,3745,3744,3745,them,3744,3744,core,
chunk_000::cluster_075::mention_042,chunk_000::cluster_075,chunk_000,0,75,42,4265,4267,4265,4267,his family,4266,4266,right_overlap,4265:4267:his family
chunk_000::cluster_075::mention_043,chunk_000::cluster_075,chunk_000,0,75,43,4741,4743,4741,4743,the family,4742,4742,right_overlap,4741:4743:the family
chunk_000::cluster_075::mention_044,chunk_000::cluster_075,chunk_000,0,75,44,4837,4840,4837,4840,the Otis family,4839,4839,right_overlap,4837:4840:the otis family
chunk_000::cluster_075::mention_045,chunk_000::cluster_075,chunk_000,0,75,45,4843,4844,4843,4844,their,4843,4843,right_overlap,4843:4844:their
chunk_000::cluster_075::mention_046,chunk_000::cluster_075,chunk_000,0,75,46,5974,5977,5974,5977,the Otis family,5976,5976,right_overlap,5974:5977:the otis family
chunk_000::cluster_075::mention_047,chunk_000::cluster_075,chunk_000,0,75,47,5982,5983,5982,5983,they,5982,5982,right_overlap,5982:5983:they
chunk_000::cluster_076::mention_000,chunk_000::cluster_076,chunk_000,0,76,0,1003,1006,1003,1006,the mossy knolls,1005,1005,core,
chunk_000::cluster_077::mention_000,chunk_000::cluster_077,chunk_000,0,77,0,1018,1023,1018,1023,the avenue of Canterville Chase,1019,1019,core,
chunk_000::cluster_078::mention_000,chunk_000::cluster_078,chunk_000,0,78,0,1079,1095,1079,1095,"an old woman, neatly dressed in black silk, with a white cap and apron",1081,1081,core,
chunk_000::cluster_078::mention_001,chunk_000::cluster_078,chunk_000,0,78,1,1120,1121,1120,1121,her,1120,1120,core,
chunk_000::cluster_078::mention_002,chunk_000::cluster_078,chunk_000,0,78,2,1124,1125,1124,1125,She,1124,1124,core,
chunk_000::cluster_078::mention_003,chunk_000::cluster_078,chunk_000,0,78,3,1147,1148,1147,1148,I,1147,1147,core,
chunk_000::cluster_078::mention_004,chunk_000::cluster_078,chunk_000,0,78,4,1157,1158,1157,1158,her,1157,1157,core,
chunk_000::cluster_078::mention_005,chunk_000::cluster_078,chunk_000,0,78,5,1220,1222,1220,1222,Mrs. Umney,1221,1221,core,
chunk_000::cluster_078::mention_006,chunk_000::cluster_078,chunk_000,0,78,6,1257,1259,1257,1259,Mrs. Umney,1258,1258,core,
chunk_000::cluster_078::mention_007,chunk_000::cluster_078,chunk_000,0,78,7,1279,1282,1279,1282,the old housekeeper,1281,1281,core,
chunk_000::cluster_078::mention_008,chunk_000::cluster_078,chunk_000,0,78,8,1333,1336,1333,1336,The old woman,1335,1335,core,
chunk_000::cluster_078::mention_009,chunk_000::cluster_078,chunk_000,0,78,9,1462,1465,1462,1465,the terrified housekeeper,1464,1464,core,
chunk_000::cluster_078::mention_010,chunk_000::cluster_078,chunk_000,0,78,10,1566,1568,1566,1568,Mrs. Umney,1567,1567,core,
chunk_000::cluster_078::mention_011,chunk_000::cluster_078,chunk_000,0,78,11,1655,1656,1655,1656,her,1655,1655,core,
chunk_000::cluster_078::mention_012,chunk_000::cluster_078,chunk_000,0,78,12,1665,1666,1665,1666,she,1665,1665,core,
chunk_000::cluster_078::mention_013,chunk_000::cluster_078,chunk_000,0,78,13,1678,1680,1678,1680,Mrs. Umney,1679,1679,core,
chunk_000::cluster_078::mention_014,chunk_000::cluster_078,chunk_000,0,78,14,1692,1693,1692,1693,she,1692,1692,core,
chunk_000::cluster_078::mention_015,chunk_000::cluster_078,chunk_000,0,78,15,1698,1699,1698,1699,she,1698,1698,core,
chunk_000::cluster_078::mention_016,chunk_000::cluster_078,chunk_000,0,78,16,1715,1716,1715,1716,I,1715,1715,core,
chunk_000::cluster_078::mention_017,chunk_000::cluster_078,chunk_000,0,78,17,1720,1721,1720,1721,my,1720,1720,core,
chunk_000::cluster_078::mention_018,chunk_000::cluster_078,chunk_000,0,78,18,1727,1728,1727,1728,she,1727,1727,core,
chunk_000::cluster_078::mention_019,chunk_000::cluster_078,chunk_000,0,78,19,1748,1749,1748,1749,I,1748,1748,core,
chunk_000::cluster_078::mention_020,chunk_000::cluster_078,chunk_000,0,78,20,1752,1753,1752,1753,my,1752,1752,core,
chunk_000::cluster_078::mention_021,chunk_000::cluster_078,chunk_000,0,78,21,1776,1779,1776,1779,the honest soul,1778,1778,core,
chunk_000::cluster_078::mention_022,chunk_000::cluster_078,chunk_000,0,78,22,1796,1797,1796,1797,her,1796,1796,core,
chunk_000::cluster_078::mention_023,chunk_000::cluster_078,chunk_000,0,78,23,1811,1814,1811,1814,the old housekeeper,1813,1813,core,
chunk_000::cluster_078::mention_024,chunk_000::cluster_078,chunk_000,0,78,24,1817,1818,1817,1818,her,1817,1817,core,
chunk_000::cluster_078::mention_025,chunk_000::cluster_078,chunk_000,0,78,25,2426,2428,2426,2428,My dear,2426,2426,core,
chunk_000::cluster_078::mention_026,chunk_000::cluster_078,chunk_000,0,78,26,3851,3853,3851,3853,Mrs. Otis,3852,3852,core,
chunk_000::cluster_078::mention_027,chunk_000::cluster_078,chunk_000,0,78,27,3864,3865,3864,3865,I,3864,3864,core,
chunk_000::cluster_079::mention_000,chunk_000::cluster_079,chunk_000,0,79,0,224,226,224,226,the library,225,225,core,
chunk_000::cluster_079::mention_001,chunk_000::cluster_079,chunk_000,0,79,1,1167,1169,1167,1169,the library,1168,1168,core,
chunk_000::cluster_079::mention_002,chunk_000::cluster_079,chunk_000,0,79,2,1925,1927,1925,1927,the library,1926,1926,core,
chunk_000::cluster_079::mention_003,chunk_000::cluster_079,chunk_000,0,79,3,2790,2792,2790,2792,the library,2791,2791,core,
chunk_000::cluster_079::mention_004,chunk_000::cluster_079,chunk_000,0,79,4,3387,3389,3387,3389,the library,3387,3387,core,
chunk_000::cluster_079::mention_005,chunk_000::cluster_079,chunk_000,0,79,5,5969,5971,5969,5971,the library,5969,5969,right_overlap,5969:5971:the library
chunk_000::cluster_081::mention_000,chunk_000::cluster_081,chunk_000,0,81,0,1193,1194,1193,1194,Here,1193,1193,core,
chunk_000::cluster_082::mention_000,chunk_000::cluster_082,chunk_000,0,82,0,1319,1323,1319,1323,a sitting-room,1322,1322,core,
chunk_000::cluster_083::mention_000,chunk_000::cluster_083,chunk_000,0,83,0,1367,1370,1367,1370,her own husband,1369,1369,core,
chunk_000::cluster_083::mention_001,chunk_000::cluster_083,chunk_000,0,83,1,1371,1375,1371,1375,Sir Simon de Canterville,1374,1374,core,
chunk_000::cluster_083::mention_002,chunk_000::cluster_083,chunk_000,0,83,2,1379,1381,1379,1381,Sir Simon,1380,1380,core,
chunk_000::cluster_083::mention_003,chunk_000::cluster_083,chunk_000,0,83,3,1394,1395,1394,1395,His,1394,1394,core,
chunk_000::cluster_083::mention_004,chunk_000::cluster_083,chunk_000,0,83,4,1402,1403,1402,1403,his,1402,1402,core,
chunk_000::cluster_083::mention_005,chunk_000::cluster_083,chunk_000,0,83,5,2214,2218,2214,2218,Sir Simon de Canterville,2217,2217,core,
chunk_000::cluster_083::mention_006,chunk_000::cluster_083,chunk_000,0,83,6,2893,2897,2893,2897,the wicked Lord Canterville,2896,2896,core,
chunk_000::cluster_083::mention_007,chunk_000::cluster_083,chunk_000,0,83,7,2901,2902,2901,2902,his,2901,2901,core,
chunk_000::cluster_083::mention_008,chunk_000::cluster_083,chunk_000,0,83,8,2915,2916,2915,2916,his,2915,2915,core,
chunk_000::cluster_083::mention_009,chunk_000::cluster_083,chunk_000,0,83,9,2923,2924,2923,2924,he,2923,2923,core,
chunk_000::cluster_083::mention_010,chunk_000::cluster_083,chunk_000,0,83,10,2927,2928,2927,2928,he,2927,2927,core,
chunk_000::cluster_083::mention_011,chunk_000::cluster_083,chunk_000,0,83,11,2953,2954,2953,2954,him,2953,2953,core,
chunk_000::cluster_083::mention_012,chunk_000::cluster_083,chunk_000,0,83,12,5038,5041,5038,5041,the dead man,5040,5040,right_overlap,5038:5041:the dead man
chunk_000::cluster_083::mention_013,chunk_000::cluster_083,chunk_000,0,83,13,5378,5381,5378,5381,the other ghost,5380,5380,right_overlap,5378:5381:the other ghost
chunk_000::cluster_084::mention_000,chunk_000::cluster_084,chunk_000,0,84,0,1419,1420,1419,1420,tourists,1419,1419,core,
chunk_000::cluster_085::mention_000,chunk_000::cluster_085,chunk_000,0,85,0,1443,1444,1443,1444,Pinkerton,1443,1443,core,
chunk_000::cluster_085::mention_001,chunk_000::cluster_085,chunk_000,0,85,1,1512,1513,1512,1513,Pinkerton,1512,1512,core,
chunk_000::cluster_085::mention_002,chunk_000::cluster_085,chunk_000,0,85,2,4438,4439,4438,4439,Pinkerton,4438,4438,right_overlap,4438:4439:pinkerton
chunk_000::cluster_086::mention_000,chunk_000::cluster_086,chunk_000,0,86,0,516,518,516,518,his family,517,517,core,
chunk_000::cluster_086::mention_001,chunk_000::cluster_086,chunk_000,0,86,1,1528,1531,1528,1531,his admiring family,1530,1530,core,
chunk_000::cluster_087::mention_000,chunk_000::cluster_087,chunk_000,0,87,0,544,546,544,546,New York,545,545,core,
chunk_000::cluster_087::mention_001,chunk_000::cluster_087,chunk_000,0,87,1,2192,2194,2192,2194,New York,2193,2193,core,
chunk_000::cluster_088::mention_000,chunk_000::cluster_088,chunk_000,0,88,0,717,718,717,718,London,717,717,core,
chunk_000::cluster_088::mention_001,chunk_000::cluster_088,chunk_000,0,88,1,2199,2200,2199,2200,London,2199,2199,core,
chunk_000::cluster_089::mention_000,chunk_000::cluster_089,chunk_000,0,89,0,221,223,221,223,the corridor,222,222,core,
chunk_000::cluster_089::mention_001,chunk_000::cluster_089,chunk_000,0,89,1,2255,2257,2255,2257,the corridor,2256,2256,core,
chunk_000::cluster_089::mention_002,chunk_000::cluster_089,chunk_000,0,89,2,2576,2578,2576,2578,the corridor,2577,2577,core,
chunk_000::cluster_089::mention_003,chunk_000::cluster_089,chunk_000,0,89,3,5300,5302,5300,5302,the corridor,5301,5301,right_overlap,5300:5302:the corridor
chunk_000::cluster_090::mention_000,chunk_000::cluster_090,chunk_000,0,90,0,1548,1551,1548,1551,the sombre room,1550,1550,core,
chunk_000::cluster_091::mention_000,chunk_000::cluster_091,chunk_000,0,91,0,1595,1598,1595,1598,the old country,1597,1597,core,
chunk_000::cluster_092::mention_000,chunk_000::cluster_092,chunk_000,0,92,0,1602,1603,1602,1603,they,1602,1602,core,
chunk_000::cluster_093::mention_000,chunk_000::cluster_093,chunk_000,0,93,0,1609,1610,1609,1610,everybody,1609,1609,core,
chunk_000::cluster_094::mention_000,chunk_000::cluster_094,chunk_000,0,94,0,1624,1625,1624,1625,England,1624,1624,core,
chunk_000::cluster_095::mention_000,chunk_000::cluster_095,chunk_000,0,95,0,1644,1648,1644,1648,a woman who faints,1645,1645,core,
chunk_000::cluster_096::mention_000,chunk_000::cluster_096,chunk_000,0,96,0,1734,1736,1734,1736,any Christian,1735,1735,core,
chunk_000::cluster_097::mention_000,chunk_000::cluster_097,chunk_000,0,97,0,1800,1801,1800,1801,mistress,1800,1800,core,
chunk_000::cluster_098::mention_000,chunk_000::cluster_098,chunk_000,0,98,0,1817,1820,1817,1820,her own room,1819,1819,core,
chunk_000::cluster_099::mention_000,chunk_000::cluster_099,chunk_000,0,99,0,1992,1994,1992,1994,Messrs. Myers,1993,1993,core,
chunk_000::cluster_100::mention_000,chunk_000::cluster_100,chunk_000,0,100,0,1995,1996,1995,1996,Podmore,1995,1995,core,
chunk_000::cluster_101::mention_000,chunk_000::cluster_101,chunk_000,0,101,0,2119,2125,2119,2125,cultured Americans of the better class,2120,2120,core,
chunk_000::cluster_102::mention_000,chunk_000::cluster_102,chunk_000,0,102,0,2119,2135,2119,2135,"cultured Americans of the better class, such as the immense superiority of Miss Fanny Devonport",2120,2120,core,
chunk_000::cluster_103::mention_000,chunk_000::cluster_103,chunk_000,0,103,0,2132,2135,2132,2135,Miss Fanny Devonport,2134,2134,core,
chunk_000::cluster_104::mention_000,chunk_000::cluster_104,chunk_000,0,104,0,2136,2138,2136,2138,Sarah Bernhardt,2137,2137,core,
chunk_000::cluster_105::mention_000,chunk_000::cluster_105,chunk_000,0,105,0,2139,2141,2139,2141,an actress,2140,2140,core,
chunk_000::cluster_107::mention_000,chunk_000::cluster_107,chunk_000,0,107,0,2157,2161,2157,2161,the best English houses,2160,2160,core,
chunk_000::cluster_108::mention_000,chunk_000::cluster_108,chunk_000,0,108,0,2165,2166,2165,2166,Boston,2165,2165,core,
