rejected_global_cluster_uid,would_be_global_cluster_uid,merge_component_uid,rejection_reason,salience_percentile,salience_cutoff,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
rejected_global_cluster_000396,global_cluster_000421,merge_component_002008,below_global_cluster_salience_percentile,0.95,66,2,2,a basket,a basket,chunk_012::cluster_061|chunk_013::cluster_004,12,13
rejected_global_cluster_000403,global_cluster_000428,merge_component_002010,below_global_cluster_salience_percentile,0.95,66,2,2,"a beautiful woman, who knows how to keep young in spite of the many years she has lived","a beautiful woman, who knows how to keep young in spite of the many years she has lived",chunk_012::cluster_087|chunk_013::cluster_039,12,13
rejected_global_cluster_000404,global_cluster_000429,merge_component_001314,below_global_cluster_salience_percentile,0.95,66,1,2,their,their,chunk_012::cluster_091,12,12
rejected_global_cluster_000406,global_cluster_000431,merge_component_002011,below_global_cluster_salience_percentile,0.95,66,2,2,our ruler,its ruler|our ruler,chunk_012::cluster_099|chunk_014::cluster_100,12,14
rejected_global_cluster_000408,global_cluster_000433,merge_component_002012,below_global_cluster_salience_percentile,0.95,66,2,2,a mass of towers and steeples behind the green walls,a mass of towers and steeples behind the green walls,chunk_012::cluster_102|chunk_013::cluster_056,12,13
rejected_global_cluster_000411,global_cluster_000436,merge_component_002013,below_global_cluster_salience_percentile,0.95,66,2,2,his band,his band,chunk_013::cluster_028|chunk_014::cluster_110,13,14
rejected_global_cluster_000414,global_cluster_000439,merge_component_001370,below_global_cluster_salience_percentile,0.95,66,1,2,their,their,chunk_013::cluster_044,13,13
rejected_global_cluster_000420,global_cluster_000445,merge_component_001395,below_global_cluster_salience_percentile,0.95,66,1,2,their,their,chunk_013::cluster_070,13,13
rejected_global_cluster_000423,global_cluster_000448,merge_component_002015,below_global_cluster_salience_percentile,0.95,66,2,2,milkmaids,milkmaids,chunk_013::cluster_068|chunk_014::cluster_014,13,14
rejected_global_cluster_000424,global_cluster_000449,merge_component_001394,below_global_cluster_salience_percentile,0.95,66,1,2,their,their,chunk_013::cluster_069,13,13
rejected_global_cluster_000426,global_cluster_000451,merge_component_002017,below_global_cluster_salience_percentile,0.95,66,2,2,princesses with most gorgeous frocks of silver and gold and purple,princesses with most gorgeous frocks of silver and gold and purple,chunk_013::cluster_072|chunk_014::cluster_017,13,14
rejected_global_cluster_000431,global_cluster_000456,merge_component_002018,below_global_cluster_salience_percentile,0.95,66,2,2,the mender,the mender,chunk_013::cluster_081|chunk_014::cluster_028,13,14
rejected_global_cluster_000432,global_cluster_000457,merge_component_002019,below_global_cluster_salience_percentile,0.95,66,2,2,the mender's shop,the mender's shop,chunk_013::cluster_082|chunk_014::cluster_029,13,14
rejected_global_cluster_000439,global_cluster_000464,merge_component_002022,below_global_cluster_salience_percentile,0.95,66,2,2,"a disagreeable country, full of bogs and marshes and covered with tall, rank grass","a disagreeable country, full of bogs and marshes and covered with tall, rank grass",chunk_013::cluster_097|chunk_014::cluster_045,13,14
rejected_global_cluster_000440,global_cluster_000465,merge_component_002023,below_global_cluster_salience_percentile,0.95,66,2,2,bogs,bogs,chunk_013::cluster_098|chunk_014::cluster_046,13,14
rejected_global_cluster_000444,global_cluster_000469,merge_component_002025,below_global_cluster_salience_percentile,0.95,66,2,2,"none of the others was frightened, and they kept along the well-trodden path","none of the others was frightened, and they kept along the well-trodden path",chunk_013::cluster_103|chunk_014::cluster_050,13,14
rejected_global_cluster_000445,global_cluster_000470,merge_component_002026,below_global_cluster_salience_percentile,0.95,66,2,2,"an opening in the wood, in which were gathered hundreds of beasts of every variety","an opening in the wood, in which were gathered hundreds of beasts of every variety",chunk_013::cluster_104|chunk_014::cluster_051,13,14
rejected_global_cluster_000446,global_cluster_000471,merge_component_001484,below_global_cluster_salience_percentile,0.95,66,1,2,the others,the others,chunk_014::cluster_054,14,14
rejected_global_cluster_000461,global_cluster_000488,merge_component_001852,below_global_cluster_salience_percentile,0.95,66,2,2,hundreds of the armless Hammer-Heads upon the hillside,hundreds of the armless hammer-heads upon the hillside,chunk_014::cluster_069|chunk_015::cluster_023,14,15
rejected_global_cluster_000463,global_cluster_000490,merge_component_001858,below_global_cluster_salience_percentile,0.95,66,2,2,a big room where the Witch Glinda sat upon a throne of rubies,a big room where the witch glinda sat upon a throne of rubies,chunk_014::cluster_092|chunk_015::cluster_052,14,15
rejected_global_cluster_000466,global_cluster_000493,merge_component_001861,below_global_cluster_salience_percentile,0.95,66,2,2,the broad Kansas prairie,the broad kansas prairie,chunk_014::cluster_115|chunk_015::cluster_075,14,15
rejected_global_cluster_000468,global_cluster_000495,merge_component_002028,below_global_cluster_salience_percentile,0.95,66,2,2,the barnyard,the barnyard,chunk_014::cluster_117|chunk_015::cluster_077,14,15
rejected_global_cluster_000000,global_cluster_000000,merge_component_000000,below_global_cluster_salience_percentile,0.95,66,1,1,the great Kansas prairies,the great kansas prairies,chunk_000::cluster_000,0,0
rejected_global_cluster_000006,global_cluster_000010,merge_component_000008,below_global_cluster_salience_percentile,0.95,66,1,1,no garret,no garret,chunk_000::cluster_008,0,0
rejected_global_cluster_000007,global_cluster_000011,merge_component_000009,below_global_cluster_salience_percentile,0.95,66,1,1,no garret at all,no garret at all,chunk_000::cluster_009,0,0
rejected_global_cluster_000009,global_cluster_000013,merge_component_000013,below_global_cluster_salience_percentile,0.95,66,1,1,the family,the family,chunk_000::cluster_013,0,0
rejected_global_cluster_000010,global_cluster_000014,merge_component_000014,below_global_cluster_salience_percentile,0.95,66,1,1,any building,any building,chunk_000::cluster_014,0,0
rejected_global_cluster_000014,global_cluster_000018,merge_component_000018,below_global_cluster_salience_percentile,0.95,66,1,1,"a young, pretty wife","a young, pretty wife",chunk_000::cluster_018,0,0
rejected_global_cluster_000017,global_cluster_000022,merge_component_000025,below_global_cluster_salience_percentile,0.95,66,1,1,a baby in a cradle,a baby in a cradle,chunk_000::cluster_025,0,0
rejected_global_cluster_000018,global_cluster_000023,merge_component_000026,below_global_cluster_salience_percentile,0.95,66,1,1,a country of marvelous beauty,a country of marvelous beauty,chunk_000::cluster_026,0,0
rejected_global_cluster_000019,global_cluster_000024,merge_component_000027,below_global_cluster_salience_percentile,0.95,66,1,1,a small brook,a small brook,chunk_000::cluster_027,0,0
rejected_global_cluster_000020,global_cluster_000025,merge_component_000028,below_global_cluster_salience_percentile,0.95,66,1,1,"the dry, gray prairies","the dry, gray prairies",chunk_000::cluster_028,0,0
rejected_global_cluster_000024,global_cluster_000029,merge_component_000033,below_global_cluster_salience_percentile,0.95,66,1,1,the grown folk she had always been used to,the grown folk she had always been used to,chunk_000::cluster_033,0,0
rejected_global_cluster_000025,global_cluster_000030,merge_component_000034,below_global_cluster_salience_percentile,0.95,66,1,1,Three,three,chunk_000::cluster_034,0,0
rejected_global_cluster_000026,global_cluster_000031,merge_component_000035,below_global_cluster_salience_percentile,0.95,66,1,1,men,men,chunk_000::cluster_035,0,0
rejected_global_cluster_000028,global_cluster_000033,merge_component_000036,below_global_cluster_salience_percentile,0.95,66,1,1,a woman,a woman,chunk_000::cluster_036,0,0
rejected_global_cluster_000034,global_cluster_000042,merge_component_000050,below_global_cluster_salience_percentile,0.95,66,1,1,a swift messenger,a swift messenger,chunk_000::cluster_050,0,0
rejected_global_cluster_000039,global_cluster_000050,merge_component_000066,below_global_cluster_salience_percentile,0.95,66,1,1,"my aunt who lives in Kansas, where I came from","my aunt who lives in kansas, where i came from",chunk_000::cluster_066,0,0
rejected_global_cluster_000044,global_cluster_000056,merge_component_000079,below_global_cluster_salience_percentile,0.95,66,1,1,the corner of the house where the Wicked Witch had been lying,the corner of the house where the wicked witch had been lying,chunk_000::cluster_079,0,0
rejected_global_cluster_000046,global_cluster_000058,merge_component_000081,below_global_cluster_salience_percentile,0.95,66,1,1,one,one,chunk_000::cluster_081,0,0
rejected_global_cluster_000051,global_cluster_000064,merge_component_000095,below_global_cluster_salience_percentile,0.95,66,1,1,all these strange people,all these strange people,chunk_000::cluster_095,0,0
rejected_global_cluster_000052,global_cluster_000065,merge_component_000096,below_global_cluster_salience_percentile,0.95,66,1,1,a good man,a good man,chunk_000::cluster_097,0,0
rejected_global_cluster_000053,global_cluster_000066,merge_component_000098,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_000::cluster_099,0,0
rejected_global_cluster_000055,global_cluster_000068,merge_component_000100,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_000::cluster_101,0,0
rejected_global_cluster_000059,global_cluster_000073,merge_component_000111,below_global_cluster_salience_percentile,0.95,66,1,1,her,her,chunk_000::cluster_113,0,0
rejected_global_cluster_000061,global_cluster_000075,merge_component_000115,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_000::cluster_117,0,0
rejected_global_cluster_000065,global_cluster_000079,merge_component_000122,below_global_cluster_salience_percentile,0.95,66,1,1,many men,many men,chunk_000::cluster_124,0,0
rejected_global_cluster_000066,global_cluster_000080,merge_component_000123,below_global_cluster_salience_percentile,0.95,66,1,1,women,women,chunk_000::cluster_125,0,0
rejected_global_cluster_000068,global_cluster_000082,merge_component_000128,below_global_cluster_salience_percentile,0.95,66,1,1,their,their,chunk_000::cluster_130,0,0
rejected_global_cluster_000069,global_cluster_000083,merge_component_000133,below_global_cluster_salience_percentile,0.95,66,1,1,all the people,all the people,chunk_000::cluster_135,0,0
rejected_global_cluster_000073,global_cluster_000088,merge_component_000145,below_global_cluster_salience_percentile,0.95,66,1,1,every man,every man,chunk_000::cluster_147,0,0
rejected_global_cluster_000074,global_cluster_000089,merge_component_000146,below_global_cluster_salience_percentile,0.95,66,1,1,a new man,a new man,chunk_000::cluster_148,0,0
rejected_global_cluster_000075,global_cluster_000090,merge_component_000147,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_000::cluster_149,0,0
rejected_global_cluster_000076,global_cluster_000091,merge_component_000150,below_global_cluster_salience_percentile,0.95,66,1,1,my aunt,my aunt,chunk_001::cluster_002,1,1
rejected_global_cluster_000079,global_cluster_000094,merge_component_000161,below_global_cluster_salience_percentile,0.95,66,1,1,"that country, where the Winkies live","that country, where the winkies live",chunk_001::cluster_013,1,1
rejected_global_cluster_000080,global_cluster_000095,merge_component_000168,below_global_cluster_salience_percentile,0.95,66,1,1,all these strange people,all these strange people,chunk_001::cluster_020,1,1
rejected_global_cluster_000081,global_cluster_000096,merge_component_000172,below_global_cluster_salience_percentile,0.95,66,1,1,the Great Wizard I told you of,the great wizard i told you of,chunk_001::cluster_024,1,1
rejected_global_cluster_000082,global_cluster_000097,merge_component_000173,below_global_cluster_salience_percentile,0.95,66,1,1,a good man,a good man,chunk_001::cluster_025,1,1
rejected_global_cluster_000083,global_cluster_000098,merge_component_000175,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_001::cluster_027,1,1
rejected_global_cluster_000084,global_cluster_000099,merge_component_000177,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_001::cluster_029,1,1
rejected_global_cluster_000086,global_cluster_000102,merge_component_000191,below_global_cluster_salience_percentile,0.95,66,1,1,the people,the people,chunk_001::cluster_044,1,1
rejected_global_cluster_000087,global_cluster_000103,merge_component_000198,below_global_cluster_salience_percentile,0.95,66,1,1,many men,many men,chunk_001::cluster_051,1,1
rejected_global_cluster_000088,global_cluster_000104,merge_component_000199,below_global_cluster_salience_percentile,0.95,66,1,1,women,women,chunk_001::cluster_052,1,1
rejected_global_cluster_000089,global_cluster_000105,merge_component_000211,below_global_cluster_salience_percentile,0.95,66,1,1,all the people,all the people,chunk_001::cluster_064,1,1
rejected_global_cluster_000090,global_cluster_000106,merge_component_000214,below_global_cluster_salience_percentile,0.95,66,1,1,all the people,all the people,chunk_001::cluster_067,1,1
rejected_global_cluster_000093,global_cluster_000109,merge_component_000225,below_global_cluster_salience_percentile,0.95,66,1,1,every man,every man,chunk_001::cluster_078,1,1
rejected_global_cluster_000094,global_cluster_000110,merge_component_000226,below_global_cluster_salience_percentile,0.95,66,1,1,a new man,a new man,chunk_001::cluster_079,1,1
rejected_global_cluster_000095,global_cluster_000111,merge_component_000227,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_001::cluster_080,1,1
rejected_global_cluster_000096,global_cluster_000112,merge_component_000228,below_global_cluster_salience_percentile,0.95,66,1,1,people,people,chunk_001::cluster_081,1,1
rejected_global_cluster_000098,global_cluster_000114,merge_component_000230,below_global_cluster_salience_percentile,0.95,66,1,1,the path of yellow brick,the path of yellow brick,chunk_001::cluster_083,1,1
rejected_global_cluster_000101,global_cluster_000117,merge_component_000233,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_001::cluster_086,1,1
rejected_global_cluster_000102,global_cluster_000118,merge_component_000237,below_global_cluster_salience_percentile,0.95,66,1,1,your,your,chunk_001::cluster_090,1,1
rejected_global_cluster_000103,global_cluster_000119,merge_component_000239,below_global_cluster_salience_percentile,0.95,66,1,1,no people,no people,chunk_001::cluster_092,1,1
rejected_global_cluster_000104,global_cluster_000120,merge_component_000241,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_001::cluster_094,1,1
rejected_global_cluster_000105,global_cluster_000121,merge_component_000242,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_001::cluster_095,1,1
rejected_global_cluster_000106,global_cluster_000122,merge_component_000243,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_001::cluster_097,1,1
rejected_global_cluster_000107,global_cluster_000123,merge_component_000246,below_global_cluster_salience_percentile,0.95,66,1,1,an important person,an important person,chunk_001::cluster_100,1,1
rejected_global_cluster_000108,global_cluster_000124,merge_component_000252,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_001::cluster_106,1,1
rejected_global_cluster_000109,global_cluster_000126,merge_component_000256,below_global_cluster_salience_percentile,0.95,66,1,1,Anyone,anyone,chunk_001::cluster_110,1,1
rejected_global_cluster_000113,global_cluster_000130,merge_component_000262,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_001::cluster_116,1,1
rejected_global_cluster_000115,global_cluster_000132,merge_component_000273,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_002::cluster_009,2,2
rejected_global_cluster_000116,global_cluster_000133,merge_component_000277,below_global_cluster_salience_percentile,0.95,66,1,1,no people,no people,chunk_002::cluster_013,2,2
rejected_global_cluster_000118,global_cluster_000135,merge_component_000281,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_002::cluster_017,2,2
rejected_global_cluster_000119,global_cluster_000136,merge_component_000282,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_002::cluster_018,2,2
rejected_global_cluster_000120,global_cluster_000137,merge_component_000283,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_002::cluster_021,2,2
rejected_global_cluster_000121,global_cluster_000138,merge_component_000286,below_global_cluster_salience_percentile,0.95,66,1,1,an important person,an important person,chunk_002::cluster_024,2,2
rejected_global_cluster_000122,global_cluster_000139,merge_component_000292,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_002::cluster_030,2,2
rejected_global_cluster_000123,global_cluster_000140,merge_component_000299,below_global_cluster_salience_percentile,0.95,66,1,1,Anyone,anyone,chunk_002::cluster_037,2,2
rejected_global_cluster_000124,global_cluster_000142,merge_component_000306,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_002::cluster_044,2,2
rejected_global_cluster_000132,global_cluster_000150,merge_component_000317,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_002::cluster_055,2,2
rejected_global_cluster_000133,global_cluster_000151,merge_component_000319,below_global_cluster_salience_percentile,0.95,66,1,1,a one-legged man,a one-legged man,chunk_002::cluster_057,2,2
rejected_global_cluster_000138,global_cluster_000156,merge_component_000325,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_002::cluster_063,2,2
rejected_global_cluster_000142,global_cluster_000160,merge_component_000337,below_global_cluster_salience_percentile,0.95,66,1,1,every living thing,every living thing,chunk_002::cluster_075,2,2
rejected_global_cluster_000146,global_cluster_000164,merge_component_000354,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_003::cluster_014,3,3
rejected_global_cluster_000147,global_cluster_000165,merge_component_000356,below_global_cluster_salience_percentile,0.95,66,1,1,a one-legged man,a one-legged man,chunk_003::cluster_016,3,3
rejected_global_cluster_000149,global_cluster_000167,merge_component_000362,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_003::cluster_022,3,3
rejected_global_cluster_000152,global_cluster_000170,merge_component_000378,below_global_cluster_salience_percentile,0.95,66,1,1,a stuffed man,a stuffed man,chunk_003::cluster_038,3,3
rejected_global_cluster_000154,global_cluster_000172,merge_component_000382,below_global_cluster_salience_percentile,0.95,66,1,1,every living thing,every living thing,chunk_003::cluster_042,3,3
rejected_global_cluster_000157,global_cluster_000175,merge_component_000390,below_global_cluster_salience_percentile,0.95,66,1,1,You people with hearts,you people with hearts,chunk_003::cluster_050,3,3
rejected_global_cluster_000158,global_cluster_000176,merge_component_000394,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_003::cluster_054,3,3
rejected_global_cluster_000160,global_cluster_000178,merge_component_000399,below_global_cluster_salience_percentile,0.95,66,1,1,his,his,chunk_003::cluster_059,3,3
rejected_global_cluster_000168,global_cluster_000187,merge_component_000432,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_004::cluster_012,4,4
rejected_global_cluster_000169,global_cluster_000188,merge_component_000435,below_global_cluster_salience_percentile,0.95,66,1,1,a very wide ditch,a very wide ditch,chunk_004::cluster_015,4,4
rejected_global_cluster_000170,global_cluster_000189,merge_component_000438,below_global_cluster_salience_percentile,0.95,66,1,1,his,his,chunk_004::cluster_018,4,4
rejected_global_cluster_000171,global_cluster_000190,merge_component_000451,below_global_cluster_salience_percentile,0.95,66,1,1,Our,our,chunk_004::cluster_031,4,4
rejected_global_cluster_000180,global_cluster_000199,merge_component_000477,below_global_cluster_salience_percentile,0.95,66,1,1,one so cowardly,one so cowardly,chunk_004::cluster_058,4,4
rejected_global_cluster_000184,global_cluster_000203,merge_component_000487,below_global_cluster_salience_percentile,0.95,66,1,1,her people,her people,chunk_004::cluster_068,4,4
rejected_global_cluster_000188,global_cluster_000208,merge_component_000524,below_global_cluster_salience_percentile,0.95,66,1,1,all her people,all her people,chunk_005::cluster_037,5,5
rejected_global_cluster_000194,global_cluster_000214,merge_component_000534,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_005::cluster_047,5,5
rejected_global_cluster_000195,global_cluster_000215,merge_component_000544,below_global_cluster_salience_percentile,0.95,66,1,1,two children,two children,chunk_005::cluster_057,5,5
rejected_global_cluster_000196,global_cluster_000217,merge_component_000547,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_005::cluster_060,5,5
rejected_global_cluster_000201,global_cluster_000222,merge_component_000557,below_global_cluster_salience_percentile,0.95,66,1,1,no living person,no living person,chunk_005::cluster_070,5,5
rejected_global_cluster_000202,global_cluster_000223,merge_component_000560,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_005::cluster_073,5,5
rejected_global_cluster_000204,global_cluster_000225,merge_component_000563,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_005::cluster_076,5,5
rejected_global_cluster_000209,global_cluster_000231,merge_component_000592,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_006::cluster_025,6,6
rejected_global_cluster_000211,global_cluster_000233,merge_component_000602,below_global_cluster_salience_percentile,0.95,66,1,1,two children,two children,chunk_006::cluster_035,6,6
rejected_global_cluster_000212,global_cluster_000234,merge_component_000604,below_global_cluster_salience_percentile,0.95,66,1,1,so strange a company,so strange a company,chunk_006::cluster_037,6,6
rejected_global_cluster_000213,global_cluster_000235,merge_component_000605,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_006::cluster_038,6,6
rejected_global_cluster_000214,global_cluster_000236,merge_component_000614,below_global_cluster_salience_percentile,0.95,66,1,1,no living person,no living person,chunk_006::cluster_047,6,6
rejected_global_cluster_000215,global_cluster_000237,merge_component_000618,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_006::cluster_051,6,6
rejected_global_cluster_000216,global_cluster_000238,merge_component_000621,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_006::cluster_054,6,6
rejected_global_cluster_000219,global_cluster_000241,merge_component_000627,below_global_cluster_salience_percentile,0.95,66,1,1,many people,many people,chunk_006::cluster_060,6,6
rejected_global_cluster_000220,global_cluster_000242,merge_component_000628,below_global_cluster_salience_percentile,0.95,66,1,1,men,men,chunk_006::cluster_061,6,6
rejected_global_cluster_000221,global_cluster_000243,merge_component_000629,below_global_cluster_salience_percentile,0.95,66,1,1,women,women,chunk_006::cluster_062,6,6
rejected_global_cluster_000222,global_cluster_000244,merge_component_000630,below_global_cluster_salience_percentile,0.95,66,1,1,children,children,chunk_006::cluster_063,6,6
rejected_global_cluster_000225,global_cluster_000247,merge_component_000635,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_006::cluster_068,6,6
rejected_global_cluster_000229,global_cluster_000251,merge_component_000643,below_global_cluster_salience_percentile,0.95,66,1,1,a big room with a green carpet and lovely green furniture set with emeralds,a big room with a green carpet and lovely green furniture set with emeralds,chunk_006::cluster_076,6,6
rejected_global_cluster_000236,global_cluster_000258,merge_component_000666,below_global_cluster_salience_percentile,0.95,66,1,1,people,people,chunk_006::cluster_099,6,6
rejected_global_cluster_000238,global_cluster_000260,merge_component_000674,below_global_cluster_salience_percentile,0.95,66,1,1,your,your,chunk_006::cluster_107,6,6
rejected_global_cluster_000239,global_cluster_000261,merge_component_000680,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_006::cluster_113,6,6
rejected_global_cluster_000242,global_cluster_000264,merge_component_000686,below_global_cluster_salience_percentile,0.95,66,1,1,anyone,anyone,chunk_007::cluster_000,7,7
rejected_global_cluster_000243,global_cluster_000266,merge_component_000700,below_global_cluster_salience_percentile,0.95,66,1,1,many people,many people,chunk_007::cluster_014,7,7
rejected_global_cluster_000244,global_cluster_000267,merge_component_000701,below_global_cluster_salience_percentile,0.95,66,1,1,men,men,chunk_007::cluster_015,7,7
rejected_global_cluster_000245,global_cluster_000268,merge_component_000702,below_global_cluster_salience_percentile,0.95,66,1,1,women,women,chunk_007::cluster_016,7,7
rejected_global_cluster_000246,global_cluster_000269,merge_component_000703,below_global_cluster_salience_percentile,0.95,66,1,1,children,children,chunk_007::cluster_017,7,7
rejected_global_cluster_000248,global_cluster_000271,merge_component_000709,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_007::cluster_023,7,7
rejected_global_cluster_000249,global_cluster_000272,merge_component_000713,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_007::cluster_027,7,7
rejected_global_cluster_000250,global_cluster_000273,merge_component_000717,below_global_cluster_salience_percentile,0.95,66,1,1,a big building,a big building,chunk_007::cluster_031,7,7
rejected_global_cluster_000251,global_cluster_000274,merge_component_000745,below_global_cluster_salience_percentile,0.95,66,1,1,people,people,chunk_007::cluster_059,7,7
rejected_global_cluster_000252,global_cluster_000275,merge_component_000754,below_global_cluster_salience_percentile,0.95,66,1,1,your,your,chunk_007::cluster_068,7,7
rejected_global_cluster_000254,global_cluster_000277,merge_component_000760,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_007::cluster_074,7,7
rejected_global_cluster_000259,global_cluster_000282,merge_component_000772,below_global_cluster_salience_percentile,0.95,66,1,1,other men,other men,chunk_007::cluster_087,7,7
rejected_global_cluster_000261,global_cluster_000284,merge_component_000776,below_global_cluster_salience_percentile,0.95,66,1,1,men,men,chunk_007::cluster_091,7,7
rejected_global_cluster_000262,global_cluster_000285,merge_component_000780,below_global_cluster_salience_percentile,0.95,66,1,1,anybody,anybody,chunk_007::cluster_095,7,7
rejected_global_cluster_000264,global_cluster_000287,merge_component_000785,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_007::cluster_100,7,7
rejected_global_cluster_000268,global_cluster_000291,merge_component_000809,below_global_cluster_salience_percentile,0.95,66,1,1,the great Head Dorothy had told him of,the great head dorothy had told him of,chunk_008::cluster_002,8,8
rejected_global_cluster_000269,global_cluster_000292,merge_component_000811,below_global_cluster_salience_percentile,0.95,66,1,1,a man,a man,chunk_008::cluster_004,8,8
rejected_global_cluster_000271,global_cluster_000294,merge_component_000826,below_global_cluster_salience_percentile,0.95,66,1,1,other men,other men,chunk_008::cluster_021,8,8
rejected_global_cluster_000272,global_cluster_000295,merge_component_000831,below_global_cluster_salience_percentile,0.95,66,1,1,men,men,chunk_008::cluster_026,8,8
rejected_global_cluster_000273,global_cluster_000297,merge_component_000836,below_global_cluster_salience_percentile,0.95,66,1,1,anybody,anybody,chunk_008::cluster_031,8,8
rejected_global_cluster_000274,global_cluster_000298,merge_component_000847,below_global_cluster_salience_percentile,0.95,66,1,1,the Guardian of the Gates,the guardian of the gates,chunk_008::cluster_042,8,8
rejected_global_cluster_000275,global_cluster_000299,merge_component_000848,below_global_cluster_salience_percentile,0.95,66,1,1,our,our,chunk_008::cluster_043,8,8
rejected_global_cluster_000277,global_cluster_000301,merge_component_000869,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_008::cluster_064,8,8
rejected_global_cluster_000278,global_cluster_000302,merge_component_000873,below_global_cluster_salience_percentile,0.95,66,1,1,a brave people,a brave people,chunk_008::cluster_068,8,8
rejected_global_cluster_000279,global_cluster_000303,merge_component_000875,below_global_cluster_salience_percentile,0.95,66,1,1,a wicked one,a wicked one,chunk_008::cluster_070,8,8
rejected_global_cluster_000280,global_cluster_000305,merge_component_000878,below_global_cluster_salience_percentile,0.95,66,1,1,no person,no person,chunk_008::cluster_073,8,8
rejected_global_cluster_000282,global_cluster_000307,merge_component_000881,below_global_cluster_salience_percentile,0.95,66,1,1,his,his,chunk_008::cluster_076,8,8
rejected_global_cluster_000283,global_cluster_000308,merge_component_000883,below_global_cluster_salience_percentile,0.95,66,1,1,the place where Dorothy and her friends were walking,the place where dorothy and her friends were walking,chunk_008::cluster_078,8,8
rejected_global_cluster_000293,global_cluster_000318,merge_component_000910,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_009::cluster_010,9,9
rejected_global_cluster_000294,global_cluster_000319,merge_component_000916,below_global_cluster_salience_percentile,0.95,66,1,1,a brave people,a brave people,chunk_009::cluster_016,9,9
rejected_global_cluster_000295,global_cluster_000320,merge_component_000918,below_global_cluster_salience_percentile,0.95,66,1,1,a wicked one,a wicked one,chunk_009::cluster_018,9,9
rejected_global_cluster_000296,global_cluster_000321,merge_component_000920,below_global_cluster_salience_percentile,0.95,66,1,1,no person,no person,chunk_009::cluster_020,9,9
rejected_global_cluster_000297,global_cluster_000322,merge_component_000921,below_global_cluster_salience_percentile,0.95,66,1,1,these strange creatures,these strange creatures,chunk_009::cluster_021,9,9
rejected_global_cluster_000301,global_cluster_000326,merge_component_000953,below_global_cluster_salience_percentile,0.95,66,1,1,any of your people,any of your people,chunk_009::cluster_053,9,9
rejected_global_cluster_000302,global_cluster_000327,merge_component_000954,below_global_cluster_salience_percentile,0.95,66,1,1,your people,your people,chunk_009::cluster_054,9,9
rejected_global_cluster_000303,global_cluster_000328,merge_component_000965,below_global_cluster_salience_percentile,0.95,66,1,1,a vain man,a vain man,chunk_009::cluster_065,9,9
rejected_global_cluster_000304,global_cluster_000329,merge_component_000966,below_global_cluster_salience_percentile,0.95,66,1,1,no one,no one,chunk_009::cluster_066,9,9
