relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
rel_3690_23656_3692,3690,23656,23656,23657,3692,14,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.248046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7939453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9365234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1103515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6103515625}",nli_grouped_softmax
rel_3690_23656_3693,3690,23656,23656,23657,3693,14,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4443359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.97998046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3193359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.84375}",nli_grouped_softmax
rel_3694_23663_3696,3694,23663,23663,23664,3696,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2861328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.93505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.90625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.283203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.375}",nli_grouped_softmax
rel_3699_23680_3702,3699,23680,23680,23682,3702,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.900390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.43701171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.666015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.15625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.1689453125}",nli_grouped_softmax
rel_3699_23680_3703,3699,23680,23680,23682,3703,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6572265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1181640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.591796875}",nli_grouped_softmax
rel_3700_23680_3701,3700,23680,23680,23682,3701,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.35546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.814453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0107421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.1865234375}",nli_grouped_softmax
rel_3700_23680_3702,3700,23680,23680,23682,3702,14,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.61767578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5556640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.123046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2607421875}",nli_grouped_softmax
rel_3700_23680_3703,3700,23680,23680,23682,3703,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.103515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.74462890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.806640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.439453125}",nli_grouped_softmax
rel_3734_23775_3735,3734,23775,23775,23777,3735,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1064453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.93212890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.623046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.9375}",nli_grouped_softmax
rel_3734_23775_3736,3734,23775,23775,23777,3736,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9560546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.935546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.46875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.986328125}",nli_grouped_softmax
rel_3738_23787_3740,3738,23787,23787,23789,3740,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.5732421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.017578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.1123046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.9482421875}",nli_grouped_softmax
rel_3738_23787_3741,3738,23787,23787,23789,3741,8,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.46484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.82763671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.0283203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5537109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7998046875}",nli_grouped_softmax
rel_3739_23787_3740,3739,23787,23787,23789,3740,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.6669921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.01953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.3486328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.775390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.138671875}",nli_grouped_softmax
rel_3739_23787_3741,3739,23787,23787,23789,3741,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.61328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7822265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.3193359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.7412109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.060546875}",nli_grouped_softmax
rel_3747_23819_3750,3747,23819,23819,23820,3750,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.447265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.88037109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.572265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.951171875}",nli_grouped_softmax
rel_3748_23819_3750,3748,23819,23819,23820,3750,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.642578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.228515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.32421875}",nli_grouped_softmax
rel_3749_23819_3750,3749,23819,23819,23820,3750,20,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7236328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.85009765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.23046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7060546875}",nli_grouped_softmax
rel_3776_23916_3777,3776,23916,23916,23917,3777,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4951171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.34375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.2890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.529296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6884765625}",nli_grouped_softmax
rel_3776_23916_3778,3776,23916,23916,23917,3778,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4736328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1318359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.59765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.001953125}",nli_grouped_softmax
rel_3783_23959_3785,3783,23959,23959,23961,3785,14,19,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.5361328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.5869140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.005859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5341796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.876953125}",nli_grouped_softmax
rel_3791_23984_3792,3791,23984,23984,23985,3792,19,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.84326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.52734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9345703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2158203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6640625}",nli_grouped_softmax
rel_3810_24102_3811,3810,24102,24102,24103,3811,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4638671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.4736328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6904296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6845703125}",nli_grouped_softmax
rel_3832_24284_3833,3832,24284,24284,24285,3833,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.306640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.90771484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.857421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.10546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6572265625}",nli_grouped_softmax
rel_3832_24284_3834,3832,24284,24284,24285,3834,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2041015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.94970703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.15625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.134765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5673828125}",nli_grouped_softmax
rel_3835_24291_3836,3835,24291,24291,24292,3836,3,19,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.45703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.2060546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.96484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.28125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4033203125}",nli_grouped_softmax
rel_3838_24312_3839,3838,24312,24312,24313,3839,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.22265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.60595703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.623046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.35546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.703125}",nli_grouped_softmax
rel_3838_24312_3840,3838,24312,24312,24313,3840,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3388671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.68701171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3994140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7255859375}",nli_grouped_softmax
rel_3862_24432_3864,3862,24432,24432,24433,3864,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0791015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.303955078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.7275390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.583984375}",nli_grouped_softmax
rel_3863_24432_3864,3863,24432,24432,24433,3864,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.282470703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.994140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.25, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7333984375}",nli_grouped_softmax
rel_3875_24486_3878,3875,24486,24486,24488,3878,8,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.09375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6025390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5595703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8916015625}",nli_grouped_softmax
rel_3876_24486_3877,3876,24486,24486,24488,3877,9,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2666015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.99951171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.59765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.337890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7490234375}",nli_grouped_softmax
rel_3906_24570_3907,3906,24570,24570,24575,3907,17,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.658203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.62890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.6328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.732421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -2.248046875}",nli_grouped_softmax
rel_3916_24614_3918,3916,24614,24614,24615,3918,14,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.435546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.73828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.025390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.92578125}",nli_grouped_softmax
rel_3916_24614_3919,3916,24614,24614,24618,3919,14,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2685546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.158203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.404296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.033203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.14013671875}",nli_grouped_softmax
rel_3932_24746_3935,3932,24746,24746,24747,3935,8,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.177734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.97509765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5361328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.400390625}",nli_grouped_softmax
rel_3933_24746_3934,3933,24746,24746,24747,3934,9,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.353515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.076171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5634765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4619140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.67578125}",nli_grouped_softmax
rel_3937_24762_3938,3937,24762,24762,24763,3938,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1962890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.79736328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.74609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.962890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6748046875}",nli_grouped_softmax
rel_3937_24762_3939,3937,24762,24762,24763,3939,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.24609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.189453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.091796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.73046875}",nli_grouped_softmax
rel_3943_24784_3944,3943,24784,24784,24786,3944,17,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.48876953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1375732421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.93359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.93798828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7109375}",nli_grouped_softmax
rel_3943_24784_3945,3943,24784,24784,24786,3945,17,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.46484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1607666015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.138671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.74365234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4921875}",nli_grouped_softmax
rel_3946_24791_3948,3946,24791,24791,24792,3948,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.83349609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.265869140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1279296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8349609375}",nli_grouped_softmax
rel_3947_24791_3948,3947,24791,24791,24792,3948,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.974609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.552734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.2421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.35546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.142578125}",nli_grouped_softmax
rel_3952_24818_3954,3952,24818,24818,24819,3954,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.18359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.68212890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.876953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1142578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6201171875}",nli_grouped_softmax
rel_3953_24818_3954,3953,24818,24818,24819,3954,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2548828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9189453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8935546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7353515625}",nli_grouped_softmax
rel_3964_24883_3966,3964,24883,24883,24884,3966,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.46484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.90771484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5166015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.517578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.091796875}",nli_grouped_softmax
rel_3964_24883_3967,3964,24883,24883,24884,3967,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.40234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.89013671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.1953125}",nli_grouped_softmax
rel_3965_24883_3966,3965,24883,24883,24884,3966,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8544921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.888671875}",nli_grouped_softmax
rel_3965_24883_3967,3965,24883,24883,24884,3967,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.341796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4130859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.927734375}",nli_grouped_softmax
rel_4003_25082_4004,4003,25082,25082,25083,4004,3,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.99365234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1407470703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.1875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2685546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.724609375}",nli_grouped_softmax
rel_4015_25164_4016,4015,25164,25164,25166,4016,17,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.701171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.19189453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.21484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.43505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.257568359375}",nli_grouped_softmax
rel_4035_25244_4037,4035,25244,25244,25246,4037,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.27734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.78662109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.72607421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1416015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.041015625}",nli_grouped_softmax
rel_4035_25244_4038,4035,25244,25244,25246,4038,3,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.017578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.475341796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.0517578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.9697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.8251953125}",nli_grouped_softmax
rel_4036_25244_4037,4036,25244,25244,25246,4037,19,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0107421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.3310546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.475341796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.77783203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.517578125}",nli_grouped_softmax
rel_4036_25244_4038,4036,25244,25244,25246,4038,19,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.09375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.468017578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.3203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.9169921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.69677734375}",nli_grouped_softmax
rel_4046_25283_4047,4046,25283,25283,25284,4047,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0556640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.033203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.51953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.603515625}",nli_grouped_softmax
rel_4062_25391_4063,4062,25391,25391,25392,4063,14,22,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.787109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9775390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.533203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 1.16015625}",nli_grouped_softmax
