global_cluster_uid,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
global_cluster_000362,1,1,your people,your people,chunk_009::cluster_054,9,9
global_cluster_000363,2,2,The tinsmiths looked the Woodman,the tinsmiths looked the woodman,chunk_009::cluster_063|chunk_010::cluster_028,9,10
global_cluster_000364,1,1,a vain man,a vain man,chunk_009::cluster_065,9,9
global_cluster_000365,1,1,no one,no one,chunk_009::cluster_066,9,9
global_cluster_000366,2,2,another of the Winkies,another of the winkies,chunk_009::cluster_067|chunk_010::cluster_033,9,10
global_cluster_000367,4,4,"another of the Winkies, who was a goldsmith","a goldsmith|another of the winkies, who was a goldsmith",chunk_009::cluster_068|chunk_009::cluster_069|chunk_010::cluster_034|chunk_010::cluster_035,9,10
global_cluster_000368,1,1,their,their,chunk_009::cluster_074,9,9
global_cluster_000369,2,2,the big fields of buttercups and yellow daisies,the big fields of buttercups and yellow daisies,chunk_009::cluster_077|chunk_010::cluster_042,9,10
global_cluster_000370,2,2,the scarlet fields,the scarlet fields,chunk_009::cluster_080|chunk_010::cluster_045,9,10
global_cluster_000371,4,10,two of the Monkeys,two of the biggest monkeys|two of the monkeys,chunk_009::cluster_084|chunk_009::cluster_087|chunk_010::cluster_052|chunk_010::cluster_056,9,10
global_cluster_000372,2,2,one little Monkey,one little monkey,chunk_009::cluster_085|chunk_010::cluster_054,9,10
global_cluster_000373,2,2,the pretty gardens,the pretty gardens,chunk_009::cluster_086|chunk_010::cluster_055,9,10
global_cluster_000374,1,1,his prison,his prison,chunk_010::cluster_008,10,10
global_cluster_000375,1,1,any of your people,any of your people,chunk_010::cluster_019,10,10
global_cluster_000376,1,1,your people,your people,chunk_010::cluster_060,10,10
global_cluster_000377,1,1,a vain man,a vain man,chunk_010::cluster_030,10,10
global_cluster_000378,1,1,no one,no one,chunk_010::cluster_032,10,10
global_cluster_000379,1,1,the wearer of the Cap,the wearer of the cap,chunk_010::cluster_051,10,10
global_cluster_000380,1,1,a free people,a free people,chunk_010::cluster_058,10,10
global_cluster_000381,1,1,anybody,anybody,chunk_010::cluster_061,10,10
global_cluster_000382,3,3,master,a great master|master,chunk_010::cluster_062|chunk_011::cluster_006|chunk_011::cluster_072,10,11
global_cluster_000383,2,2,a powerful sorceress,a powerful sorceress,chunk_010::cluster_067|chunk_011::cluster_010,10,11
global_cluster_000384,2,2,anyone who was good,anyone who was good,chunk_010::cluster_068|chunk_011::cluster_012,10,11
global_cluster_000385,1,1,no one,no one,chunk_010::cluster_070,10,10
global_cluster_000386,1,1,all the men,all the men,chunk_010::cluster_071,10,10
global_cluster_000387,1,39,Quelala,quelala,chunk_010::cluster_072,10,10
global_cluster_000388,1,1,a man,a man,chunk_010::cluster_074,10,10
global_cluster_000389,2,2,her husband,her husband,chunk_010::cluster_075|chunk_011::cluster_019,10,11
global_cluster_000390,1,1,any woman,any woman,chunk_010::cluster_076,10,10
global_cluster_000391,2,2,the best and wisest man in all the land,the best and wisest man in all the land,chunk_010::cluster_077|chunk_011::cluster_021,10,11
global_cluster_000392,3,65,my grandfather,his band|my grandfather,chunk_010::cluster_078|chunk_011::cluster_022|chunk_011::cluster_025,10,11
global_cluster_000393,4,4,the King of the Winged Monkeys which lived in the forest near Gayelette's palace,the forest near gayelette's palace|the king of the winged monkeys which lived in the forest near gayelette's palace|the winged monkeys which lived in the forest near gayelette's palace,chunk_010::cluster_080|chunk_010::cluster_081|chunk_011::cluster_023|chunk_011::cluster_024,10,11
global_cluster_000394,2,2,all the other Monkeys,all the other monkeys,chunk_010::cluster_084|chunk_011::cluster_031,10,11
global_cluster_000395,2,2,the slaves of the owner of the Golden Cap,the slaves of the owner of the golden cap,chunk_010::cluster_085|chunk_011::cluster_032,10,11
global_cluster_000396,2,2,"the slaves of the owner of the Golden Cap, whosoever he may be","the slaves of the owner of the golden cap, whosoever he may be",chunk_010::cluster_086|chunk_011::cluster_033,10,11
global_cluster_000397,2,2,the first owner of the Golden Cap,the first owner of the golden cap,chunk_010::cluster_087|chunk_011::cluster_034,10,11
global_cluster_000398,1,1,his little room,his little room,chunk_010::cluster_089,10,10
global_cluster_000399,1,2,the people,the people,chunk_010::cluster_090,10,10
global_cluster_000400,1,1,their old rooms,their old rooms,chunk_010::cluster_093,10,10
global_cluster_000401,1,1,no one,no one,chunk_010::cluster_096,10,10
global_cluster_000402,1,1,no one,no one,chunk_010::cluster_097,10,10
global_cluster_000403,2,2,common mortals,common mortals,chunk_010::cluster_098|chunk_011::cluster_048,10,11
global_cluster_000404,1,1,Our,our,chunk_010::cluster_099,10,10
global_cluster_000405,2,2,a Ball of Fire,a ball of fire,chunk_010::cluster_103|chunk_011::cluster_052,10,11
global_cluster_000406,1,1,a common man,a common man,chunk_010::cluster_106,10,10
global_cluster_000407,11,11,a humbug,a humbug,chunk_010::cluster_107|chunk_010::cluster_108|chunk_010::cluster_110|chunk_011::cluster_056|chunk_011::cluster_057|chunk_011::cluster_059|chunk_011::cluster_116|chunk_011::cluster_120|chunk_012::cluster_045|chunk_012::cluster_053|chunk_012::cluster_059,10,12
global_cluster_000408,2,2,anyone else,anyone else,chunk_010::cluster_109|chunk_011::cluster_058,10,11
global_cluster_000409,1,1,No one knows it but you four,no one knows it but you four,chunk_010::cluster_112,10,10
global_cluster_000410,2,4,my subjects,my subjects,chunk_010::cluster_114|chunk_011::cluster_062,10,11
global_cluster_000411,1,1,a free people,a free people,chunk_011::cluster_003,11,11
global_cluster_000412,1,1,anybody,anybody,chunk_011::cluster_005,11,11
global_cluster_000413,1,1,the people,the people,chunk_011::cluster_011,11,11
global_cluster_000414,1,1,no one,no one,chunk_011::cluster_014,11,11
global_cluster_000415,1,1,all the men,all the men,chunk_011::cluster_015,11,11
global_cluster_000416,1,1,a man,a man,chunk_011::cluster_018,11,11
global_cluster_000417,1,1,any woman,any woman,chunk_011::cluster_020,11,11
global_cluster_000418,1,1,her kingdom,her kingdom,chunk_011::cluster_030,11,11
global_cluster_000419,1,2,your,your,chunk_011::cluster_038,11,11
global_cluster_000420,2,3,the back room,the back room,chunk_011::cluster_109|chunk_012::cluster_049,11,12
global_cluster_000421,1,2,the people,the people,chunk_011::cluster_040,11,11
global_cluster_000422,1,1,no one,no one,chunk_011::cluster_046,11,11
global_cluster_000423,1,1,no one,no one,chunk_011::cluster_047,11,11
global_cluster_000424,1,1,a common man,a common man,chunk_011::cluster_055,11,11
global_cluster_000425,2,2,a ventriloquist,a ventriloquist,chunk_011::cluster_068|chunk_011::cluster_071,11,11
global_cluster_000426,1,1,Omaha,omaha,chunk_011::cluster_070,11,11
global_cluster_000427,1,1,a balloonist,a balloonist,chunk_011::cluster_073,11,11
global_cluster_000428,1,2,a crowd of people,a crowd of people,chunk_011::cluster_075,11,11
global_cluster_000429,5,39,the balloon,a balloon|the balloon,chunk_011::cluster_076|chunk_011::cluster_077|chunk_012::cluster_004|chunk_012::cluster_057|chunk_013::cluster_003,11,13
global_cluster_000430,2,2,"a strange people, who, seeing me come from the clouds","a strange people, who, seeing me come from the clouds",chunk_011::cluster_079|chunk_012::cluster_006,11,12
global_cluster_000431,1,11,my people,my people,chunk_011::cluster_082,11,11
global_cluster_000432,1,1,the good people,the good people,chunk_011::cluster_083,11,11
global_cluster_000433,1,2,all the people,all the people,chunk_011::cluster_085,11,11
global_cluster_000434,1,1,a young man,a young man,chunk_011::cluster_088,11,11
global_cluster_000435,1,1,a very old man,a very old man,chunk_011::cluster_089,11,11
global_cluster_000436,2,2,most of them,most of them,chunk_011::cluster_090|chunk_012::cluster_016,11,12
global_cluster_000437,1,1,the people,the people,chunk_011::cluster_092,11,11
global_cluster_000438,1,1,a very bad man,a very bad man,chunk_011::cluster_102,11,11
global_cluster_000439,1,1,a very good man,a very good man,chunk_011::cluster_103,11,11
global_cluster_000440,5,5,a bad Wizard,a bad wizard|a very bad wizard,chunk_011::cluster_104|chunk_012::cluster_030|chunk_012::cluster_103|chunk_013::cluster_057|chunk_013::cluster_060,11,13
global_cluster_000441,1,1,most people,most people,chunk_011::cluster_113,11,11
global_cluster_000442,4,19,the desert,the desert,chunk_011::cluster_114|chunk_012::cluster_048|chunk_013::cluster_026|chunk_014::cluster_110,11,14
global_cluster_000443,1,1,no one,no one,chunk_011::cluster_115,11,11
global_cluster_000444,1,1,other men,other men,chunk_011::cluster_117,11,11
global_cluster_000445,1,1,a great man,a great man,chunk_011::cluster_118,11,11
global_cluster_000446,1,1,any man,any man,chunk_011::cluster_119,11,11
global_cluster_000447,1,1,all these people,all these people,chunk_011::cluster_121,11,11
global_cluster_000448,2,2,everybody,everybody,chunk_011::cluster_122|chunk_012::cluster_055,11,12
global_cluster_000449,1,1,no one,no one,chunk_011::cluster_123,11,11
global_cluster_000450,1,2,a crowd of people,a crowd of people,chunk_012::cluster_001,12,12
global_cluster_000451,1,31,the people,the people,chunk_012::cluster_009,12,12
global_cluster_000452,1,1,all the people,all the people,chunk_012::cluster_012,12,12
global_cluster_000453,1,1,any other city,any other city,chunk_012::cluster_013,12,12
global_cluster_000454,1,1,a young man,a young man,chunk_012::cluster_014,12,12
global_cluster_000455,1,1,a very old man,a very old man,chunk_012::cluster_015,12,12
global_cluster_000456,1,2,the other Witch,the other witch,chunk_012::cluster_026,12,12
global_cluster_000457,1,1,a very bad man,a very bad man,chunk_012::cluster_028,12,12
global_cluster_000458,1,1,a very good man,a very good man,chunk_012::cluster_029,12,12
global_cluster_000459,1,1,most people,most people,chunk_012::cluster_038,12,12
global_cluster_000460,1,61,the others,the others,chunk_012::cluster_041,12,12
global_cluster_000461,1,1,my guests,my guests,chunk_012::cluster_043,12,12
global_cluster_000462,1,1,no one,no one,chunk_012::cluster_044,12,12
global_cluster_000463,1,1,other men,other men,chunk_012::cluster_046,12,12
global_cluster_000464,1,1,a great man,a great man,chunk_012::cluster_050,12,12
global_cluster_000465,1,1,any man,any man,chunk_012::cluster_051,12,12
global_cluster_000466,1,1,all these people,all these people,chunk_012::cluster_054,12,12
global_cluster_000467,1,1,no one,no one,chunk_012::cluster_056,12,12
global_cluster_000468,2,2,a basket,a basket,chunk_012::cluster_061|chunk_013::cluster_004,12,13
global_cluster_000469,2,45,the soldier,the soldier,chunk_012::cluster_071|chunk_013::cluster_027,12,13
global_cluster_000470,3,8,there,there,chunk_012::cluster_064|chunk_013::cluster_011|chunk_015::cluster_066,12,15
global_cluster_000471,1,1,not another city in all the world that is ruled by a stuffed man,not another city in all the world that is ruled by a stuffed man,chunk_012::cluster_069,12,12
global_cluster_000472,1,1,a stuffed man,a stuffed man,chunk_012::cluster_072,12,12
global_cluster_000473,1,1,nobody,nobody,chunk_012::cluster_078,12,12
global_cluster_000474,1,1,no one,no one,chunk_012::cluster_079,12,12
global_cluster_000475,2,2,"a beautiful woman, who knows how to keep young in spite of the many years she has lived","a beautiful woman, who knows how to keep young in spite of the many years she has lived",chunk_012::cluster_087|chunk_013::cluster_039,12,13
global_cluster_000476,1,2,their,their,chunk_012::cluster_091,12,12
global_cluster_000477,2,2,none of the Quadlings,none of the quadlings,chunk_012::cluster_094|chunk_013::cluster_047,12,13
global_cluster_000478,2,2,a wild beast,a wild beast,chunk_012::cluster_095|chunk_013::cluster_051,12,13
global_cluster_000479,1,1,someone,someone,chunk_012::cluster_096,12,12
global_cluster_000480,2,2,our ruler,its ruler|our ruler,chunk_012::cluster_099|chunk_014::cluster_100,12,14
global_cluster_000481,1,1,our,our,chunk_012::cluster_101,12,12
global_cluster_000482,2,2,a mass of towers and steeples behind the green walls,a mass of towers and steeples behind the green walls,chunk_012::cluster_102|chunk_013::cluster_056,12,13
global_cluster_000483,1,35,the people,the people,chunk_013::cluster_006,13,13
global_cluster_000484,1,1,a stuffed man,a stuffed man,chunk_013::cluster_020,13,13
global_cluster_000485,2,2,his band,his band,chunk_013::cluster_028|chunk_014::cluster_109,13,14
global_cluster_000486,1,1,nobody,nobody,chunk_013::cluster_029,13,13
global_cluster_000487,1,1,no one,no one,chunk_013::cluster_030,13,13
global_cluster_000488,1,2,their,their,chunk_013::cluster_044,13,13
global_cluster_000489,1,1,your,your,chunk_013::cluster_049,13,13
global_cluster_000490,1,1,someone,someone,chunk_013::cluster_052,13,13
global_cluster_000491,1,1,our,our,chunk_013::cluster_055,13,13
global_cluster_000492,1,1,a brave man,a brave man,chunk_013::cluster_058,13,13
global_cluster_000493,1,1,a good man,a good man,chunk_013::cluster_059,13,13
global_cluster_000494,1,2,their,their,chunk_013::cluster_070,13,13
global_cluster_000495,2,2,the biggest of them,the biggest of them,chunk_013::cluster_066|chunk_014::cluster_012,13,14
global_cluster_000496,4,6,pretty little barns,pretty little barns|the barn,chunk_013::cluster_067|chunk_014::cluster_013|chunk_014::cluster_118|chunk_015::cluster_078,13,15
global_cluster_000497,2,8,these people,these people,chunk_013::cluster_075|chunk_014::cluster_021,13,14
global_cluster_000498,2,2,milkmaids,milkmaids,chunk_013::cluster_068|chunk_014::cluster_014,13,14
global_cluster_000499,1,2,their,their,chunk_013::cluster_069,13,13
global_cluster_000500,2,3,shepherdesses,shepherdesses,chunk_013::cluster_071|chunk_014::cluster_015,13,14
global_cluster_000501,2,2,princesses with most gorgeous frocks of silver and gold and purple,princesses with most gorgeous frocks of silver and gold and purple,chunk_013::cluster_072|chunk_014::cluster_017,13,14
global_cluster_000502,1,3,their,their,chunk_013::cluster_074,13,13
global_cluster_000503,2,2,this strange place,this strange place,chunk_013::cluster_077|chunk_014::cluster_024,13,14
global_cluster_000504,1,1,the country of the china people,the country of the china people,chunk_013::cluster_078,13,13
global_cluster_000505,1,1,the china people,the china people,chunk_013::cluster_079,13,13
global_cluster_000506,1,1,a china milkmaid milking a china cow,a china milkmaid milking a china cow,chunk_013::cluster_080,13,13
global_cluster_000507,2,2,the mender,the mender,chunk_013::cluster_081|chunk_014::cluster_028,13,14
global_cluster_000508,2,2,the mender's shop,the mender's shop,chunk_013::cluster_082|chunk_014::cluster_029,13,14
global_cluster_000509,2,10,these little people,these little people,chunk_013::cluster_083|chunk_014::cluster_030,13,14
global_cluster_000510,5,35,our clowns,one of our clowns|our clowns|the clown,chunk_013::cluster_084|chunk_013::cluster_086|chunk_013::cluster_088|chunk_014::cluster_033|chunk_014::cluster_035,13,14
global_cluster_000511,1,1,our,our,chunk_013::cluster_087,13,13
global_cluster_000512,1,1,our,our,chunk_013::cluster_091,13,13
global_cluster_000513,2,2,drawing-room,drawing-room,chunk_013::cluster_092|chunk_014::cluster_039,13,14
global_cluster_000514,1,1,all the people,all the people,chunk_013::cluster_093,13,13
global_cluster_000515,2,3,a church,a church,chunk_013::cluster_095|chunk_014::cluster_043,13,14
global_cluster_000516,2,2,"a disagreeable country, full of bogs and marshes and covered with tall, rank grass","a disagreeable country, full of bogs and marshes and covered with tall, rank grass",chunk_013::cluster_097|chunk_014::cluster_045,13,14
global_cluster_000517,2,2,bogs,bogs,chunk_013::cluster_098|chunk_014::cluster_046,13,14
global_cluster_000518,3,3,marshes,bogs and marshes|marshes,chunk_013::cluster_099|chunk_013::cluster_100|chunk_014::cluster_047,13,14
global_cluster_000519,1,1,"another forest, where the trees were bigger and older than any they had ever seen","another forest, where the trees were bigger and older than any they had ever seen",chunk_013::cluster_101,13,13
global_cluster_000520,1,1,none of the others,none of the others,chunk_013::cluster_102,13,13
global_cluster_000521,2,2,"none of the others was frightened, and they kept along the well-trodden path","none of the others was frightened, and they kept along the well-trodden path",chunk_013::cluster_103|chunk_014::cluster_050,13,14
global_cluster_000522,2,2,"an opening in the wood, in which were gathered hundreds of beasts of every variety","an opening in the wood, in which were gathered hundreds of beasts of every variety",chunk_013::cluster_104|chunk_014::cluster_051,13,14
global_cluster_000523,3,3,all the animals of the forest,all the animals of the forest,chunk_013::cluster_106|chunk_014::cluster_057|chunk_015::cluster_002,13,15
global_cluster_000524,3,3,a fierce enemy which has lately come into this forest,a fierce enemy which has lately come into this forest,chunk_013::cluster_107|chunk_014::cluster_058|chunk_015::cluster_004,13,15
global_cluster_000525,1,2,the others,the others,chunk_014::cluster_054,14,14
global_cluster_000526,1,1,many houses made entirely of china and painted in the brightest colors,many houses made entirely of china and painted in the brightest colors,chunk_014::cluster_010,14,14
global_cluster_000527,1,1,"shepherdesses, with brightly colored bodices and golden spots all over their gowns","shepherdesses, with brightly colored bodices and golden spots all over their gowns",chunk_014::cluster_016,14,14
global_cluster_000528,1,1,their,their,chunk_014::cluster_019,14,14
global_cluster_000529,1,3,their,their,chunk_014::cluster_020,14,14
global_cluster_000530,1,1,the tallest of them,the tallest of them,chunk_014::cluster_022,14,14
global_cluster_000531,1,1,the country of the china people,the country of the china people,chunk_014::cluster_025,14,14
global_cluster_000532,1,1,the china people,the china people,chunk_014::cluster_026,14,14
global_cluster_000533,3,83,the monster,the man|the monster,chunk_014::cluster_031|chunk_015::cluster_005|chunk_015::cluster_019,14,15
global_cluster_000534,1,1,our,our,chunk_014::cluster_034,14,14
global_cluster_000535,1,1,The little animals,the little animals,chunk_014::cluster_040,14,14
global_cluster_000536,1,1,all the people,all the people,chunk_014::cluster_041,14,14
global_cluster_000537,1,1,none of the others,none of the others,chunk_014::cluster_049,14,14
global_cluster_000538,1,1,the great assemblage,the great assemblage,chunk_014::cluster_052,14,14
global_cluster_000539,1,6,the tiger,the tiger,chunk_014::cluster_053,14,14
global_cluster_000540,3,143,Glinda,glinda|the farmer's wife,chunk_014::cluster_081|chunk_015::cluster_001|chunk_015::cluster_037,14,15
global_cluster_000541,2,2,Not one of us,not one of us,chunk_014::cluster_059|chunk_015::cluster_006,14,15
global_cluster_000542,2,2,any other lions in this forest,any other lions in this forest,chunk_014::cluster_061|chunk_015::cluster_008,14,15
global_cluster_000543,2,5,all the other beasts,all the other beasts,chunk_014::cluster_104|chunk_015::cluster_020,14,15
global_cluster_000544,1,1,the opening where the beasts of the forest were waiting for him,the opening where the beasts of the forest were waiting for him,chunk_014::cluster_064,14,14
global_cluster_000545,2,34,the hill,the hill,chunk_014::cluster_066|chunk_015::cluster_017,14,15
global_cluster_000546,1,1,anyone,anyone,chunk_014::cluster_067,14,14
global_cluster_000547,2,2,hundreds of the armless Hammer-Heads,hundreds of the armless hammer-heads,chunk_014::cluster_068|chunk_015::cluster_022,14,15
global_cluster_000548,2,2,hundreds of the armless Hammer-Heads upon the hillside,hundreds of the armless hammer-heads upon the hillside,chunk_014::cluster_069|chunk_015::cluster_023,14,15
global_cluster_000549,2,3,people with shooting heads,people with shooting heads,chunk_014::cluster_070|chunk_015::cluster_024,14,15
global_cluster_000550,1,1,no one,no one,chunk_014::cluster_071,14,14
global_cluster_000551,2,4,pretty rippling brooks with strong bridges across them,pretty rippling brooks with strong bridges across them,chunk_014::cluster_075|chunk_015::cluster_030,14,15
global_cluster_000552,2,2,the road to the South,the road to the south,chunk_014::cluster_084|chunk_015::cluster_041,14,15
global_cluster_000553,2,2,the pretty bridges,the pretty bridges,chunk_014::cluster_086|chunk_015::cluster_044,14,15
global_cluster_000554,2,2,a big room where the Witch Glinda sat upon a throne of rubies,a big room where the witch glinda sat upon a throne of rubies,chunk_014::cluster_092|chunk_015::cluster_052,14,15
global_cluster_000555,1,1,the people,the people,chunk_014::cluster_101,14,14
global_cluster_000556,1,1,the people,the people,chunk_014::cluster_102,14,14
global_cluster_000557,2,2,the broad Kansas prairie,the broad kansas prairie,chunk_014::cluster_115|chunk_015::cluster_075,14,15
global_cluster_000558,1,1,the old one,the old one,chunk_014::cluster_116,14,14
global_cluster_000559,2,2,the barnyard,the barnyard,chunk_014::cluster_117|chunk_015::cluster_077,14,15
global_cluster_000560,1,1,anyone,anyone,chunk_015::cluster_018,15,15
global_cluster_000561,1,1,no one,no one,chunk_015::cluster_025,15,15
global_cluster_000562,1,1,the people,the people,chunk_015::cluster_059,15,15
global_cluster_000563,1,1,the people,the people,chunk_015::cluster_060,15,15
global_cluster_000564,1,1,her loving comrades,her loving comrades,chunk_015::cluster_073,15,15
global_cluster_000565,1,1,the old one,the old one,chunk_015::cluster_076,15,15
